Random waveform, supplied seed
Total number of intervals = 134 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116)
Average QPS expected = 52006
Timestamp start: 1684445203921
Timestamp end: 1684446004353

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      343.9   338.1   148.8   202.1   211.5   280.7   324.5   355.8   383.5   423.8   484.3   621.3  1436.9  3342.8 11046.6  93766.7    93552
read      402.1   477.2   148.8   203.6   214.0   309.0   389.1   447.2   495.3   558.8   659.1   850.7  1384.5  6045.3 15669.4  65820.8    65694
read      434.0   654.9   148.8   204.7   217.0   360.4   446.5   508.1   554.9   603.0   656.3   734.5  1079.1  8076.4 32425.3  29565.7    29574
read      423.6   483.8   160.7   204.7   216.5   345.8   436.1   499.1   551.5   615.8   690.3   808.8  1202.6  5651.3 21693.1  51349.0    51355
read      418.9   487.5   160.7   204.6   216.5   326.6   411.8   474.6   530.7   607.4   713.5   932.5  1508.0  3456.2 10885.3  67291.7    67361
read      429.1   430.7   160.7   211.8   226.4   381.6   473.3   521.7   551.1   582.9   621.2   676.9   909.6  5787.0 12573.1  16318.3    16287
read      356.6   295.1   148.8   204.4   215.5   291.2   344.4   383.7   418.2   465.4   532.1   686.5  1327.0  2595.1 10171.4  81622.2    81508
read      353.9   328.4   148.8   203.6   213.9   285.0   333.6   370.8   404.0   451.0   517.0   701.8  1429.6  2763.5 12290.8  87530.5    87619
read      299.7   269.8   148.8   199.2   208.6   268.4   305.8   329.8   348.6   373.9   412.9   474.9   593.9  2405.6 11421.0  99112.2    99068
read      409.8   409.8   148.8   203.0   213.7   331.2   420.6   479.9   530.7   598.4   686.4   819.9  1200.7  4134.6 13761.7  51339.5    51267
read      426.9   811.3   160.7   210.8   225.1   365.8   434.1   467.8   490.4   514.3   543.8   591.4  1568.3  9546.3 32121.0  11687.3    11822
read      414.9   434.4   160.7   206.0   218.5   308.5   346.4   372.1   398.5   444.8   553.5  1448.5  1738.1  2991.7 12316.9  97520.2    97494
read      317.5   281.9   148.8   201.9   211.1   277.1   318.2   344.1   365.4   393.0   433.3   502.5   821.3  3858.1  9268.3  97487.7    97350
read      407.8   467.2   148.8   204.1   215.0   314.3   399.5   460.6   508.2   572.5   670.3   848.5  1326.8  7261.7 12397.5  55557.5    55460
read      335.4   241.5   148.8   201.2   210.7   280.3   330.7   367.0   398.2   441.0   499.5   613.9  1105.7  2168.0  7801.0  85812.8    85984
read      332.3   266.5   148.8   199.5   209.2   276.3   325.4   362.7   395.0   438.1   496.8   608.4  1076.9  2027.0  9247.6  82076.3    82043
read      418.5   398.5   160.7   204.2   215.8   338.2   429.1   493.5   548.5   623.2   710.7   851.4  1196.4  5049.2  9432.3  52902.2    52873
read      435.1   814.0   160.7   207.0   220.0   364.0   440.7   478.8   503.1   530.3   562.3   614.9  2112.7 10178.0 35949.1  13940.5    13911
read      412.9   331.3   160.7   202.8   213.9   342.7   434.0   495.4   547.3   612.3   686.7   801.7  1150.4  4084.9 10024.0  50184.0    49984
read      415.8   890.1   160.7   213.1   228.9   356.4   406.7   433.1   451.5   470.5   497.7   539.9  1257.6 10081.3 33459.2   9271.2     9274
read      414.8   428.2   160.7   204.0   216.3   360.2   447.4   505.7   547.3   589.6   636.6   701.3   921.9  5896.0 13781.4  27207.5    27187
read      473.7  1070.4   160.7   204.1   216.4   356.5   448.7   500.1   531.4   563.8   600.3   666.9  2833.5 14863.0 32315.7  18734.2    18735
read      390.1   369.1   160.7   203.2   213.8   295.1   355.7   402.3   447.3   511.9   630.5   931.3  1641.1  3737.0 10701.7  86637.5    86505
read      339.1   295.8   148.8   199.9   209.5   275.2   319.3   350.4   378.6   420.5   481.8   631.1  1448.6  2938.2  9079.4  93261.0    93039
read      361.1   286.9   148.8   204.8   215.8   295.6   352.1   392.4   428.6   477.3   545.2   707.9  1304.7  2782.8  9027.3  76068.5    75999
read      406.5   597.4   160.7   204.0   215.4   340.6   427.1   478.9   515.5   560.3   619.0   698.6   979.6  7778.5 31355.3  32129.5    32324
read      354.0   378.2   160.7   201.9   211.6   284.9   336.7   374.7   409.8   456.9   522.2   689.4  1344.0  3488.8 12655.5  84366.2    84255
read      350.3   325.3   148.8   202.8   212.5   287.0   340.2   378.6   412.8   459.3   522.7   660.3  1245.0  2796.7  9491.4  81875.0    81759
read      417.7   475.6   160.7   204.5   216.7   352.5   440.9   499.1   544.6   599.0   664.5   757.0  1094.7  5570.1 25690.2  37226.8    37291
read      427.9   546.5   160.7   203.7   214.9   336.6   429.1   492.3   547.6   624.1   720.3   883.0  1321.0  5511.6 29421.3  53739.8    53818
read      416.2   400.0   160.7   204.1   216.3   360.0   446.2   506.3   550.8   598.6   650.2   720.9   974.0  5618.4 15325.2  30227.2    30297
read      418.0   547.1   160.7   202.5   214.5   356.9   437.5   496.3   541.2   589.0   640.4   713.7   988.5  6431.1 30742.0  31461.7    31569
read      460.6   597.3   160.7   205.1   217.7   357.1   450.9   517.9   574.0   637.4   713.3   863.8  2336.4  6754.9 29040.5  38952.8    38927
read      439.9   837.7   160.7   212.1   227.4   371.4   433.4   464.1   485.1   507.4   538.1   588.6  2045.2 11142.9 31877.1  10619.7    10652
read      369.8   367.2   148.8   204.6   215.4   294.0   337.1   363.0   385.1   418.9   475.9   739.9  1676.0  2871.6 10268.4  98146.0    98119
read      419.9   436.0   160.7   203.2   213.9   329.3   424.5   486.2   536.7   607.0   696.3   848.8  1350.9  5639.1 13050.2  48049.3    48176
read      432.7   631.1   160.7   202.7   214.2   355.8   440.7   502.2   548.8   601.9   660.7   742.6  1156.5  8633.0 30396.3  34915.7    34929
read      383.3   382.6   160.7   202.5   212.7   299.6   370.4   424.5   470.9   532.4   626.3   824.7  1321.4  3013.8 12840.7  69713.3    69735
read      418.0   571.8   160.7   203.6   215.4   353.7   441.5   497.1   531.5   566.6   605.2   661.2  1225.3  8047.8 30729.8  20712.3    20753
read      359.1   364.4   160.7   201.8   211.6   287.3   339.7   377.8   412.9   461.6   533.8   723.1  1431.0  3300.2 12524.8  84536.2    84642
read      414.5   448.5   160.7   202.6   213.5   341.6   432.8   492.5   541.2   603.9   678.7   787.1  1130.0  5500.8 17463.9  42219.3    42333
read      423.2   538.2   148.8   201.5   212.3   323.4   412.2   478.8   537.9   620.2   725.4   906.8  1374.5  6137.3 27399.6  61564.3    61587
read      354.4   457.2   148.8   200.2   210.1   285.9   342.2   383.8   420.8   470.4   542.2   711.0  1243.9  2961.5  9075.2  77889.2    77998
read      305.3   372.9   148.8   200.2   209.5   271.9   311.3   336.4   356.7   383.3   422.3   484.0   621.3  2373.0  9775.5  97536.5    97625
read      422.8   634.8   160.7   203.7   215.5   350.2   432.8   486.3   524.9   568.5   617.7   688.0  1238.7  7807.0 32186.7  23768.0    23781
read      390.4   364.3   148.8   203.2   213.9   305.2   378.3   434.6   482.8   544.2   639.2   849.7  1381.4  3891.7  9258.1  66710.7    66723
read      415.6   492.6   160.7   202.7   214.2   356.7   440.3   499.5   544.4   592.6   642.1   709.5   994.6  6022.1 28632.9  31073.5    31016
read      419.4   389.4   160.7   202.6   213.6   343.4   437.0   501.4   554.9   621.9   699.9   820.5  1203.8  4702.6 12023.3  47327.2    47394
read      330.7   246.4   148.8   203.1   213.0   284.7   329.6   359.0   382.6   414.2   462.0   546.9  1175.6  2618.5  8827.0  95550.0    95335
read      428.9  1211.7   173.5   231.6   257.3   336.8   367.2   385.4   398.7   416.6   439.7   488.7  2202.8 27989.9 40811.9   5262.3     5252
read      398.1   390.9   148.8   201.8   212.1   305.2   383.8   443.7   494.5   563.2   673.8   880.9  1370.3  4117.9 11729.9  65862.3    65908
read      413.4   712.3   160.7   204.0   215.6   351.3   430.1   474.1   502.0   532.2   567.2   617.9   972.0  8580.1 31850.8  16916.2    16889
read      431.3   579.1   160.7   202.7   214.2   349.3   440.5   501.5   553.5   617.3   687.3   797.2  1209.3  7434.4 30334.6  43021.2    42912
read      354.6   387.5   160.7   203.1   213.0   285.0   324.1   349.2   371.8   404.8   463.7   631.3  1628.2  3138.2 13097.7  99813.0    99898
read      413.6   571.1   160.7   202.9   214.2   350.3   431.6   484.3   523.6   568.4   620.4   688.1   960.4  8347.5 30160.2  26260.7    26385
read      419.2   527.4   160.7   204.4   216.9   360.6   450.1   507.6   545.0   583.5   626.4   686.0   904.5  6696.0 27242.0  22591.3    22616
read      429.0   531.2   160.7   202.2   213.4   338.4   433.6   500.5   558.3   630.8   716.7   858.4  1263.8  7166.3 28514.6  50761.5    50605
read      346.5   278.7   148.8   204.7   216.0   289.9   336.2   366.3   392.3   429.4   487.0   592.9  1474.2  2764.8  9233.3  90419.5    90283
read      420.2   566.0   160.7   206.2   219.9   359.4   446.1   499.6   537.9   581.9   634.7   708.1   980.1  7037.2 23168.3  26389.2    26273
