time,core
0,1
10.409365892410278,1
10.409365892410278,2
16.47206997871399,2
16.47206997871399,1
18.577643871307373,1
18.577643871307373,2
20.614953994750977,2
20.614953994750977,1
21.7113139629364,1
21.7113139629364,2
23.74684500694275,2
23.74684500694275,1
29.15234398841858,1
29.15234398841858,2
33.21267795562744,2
33.21267795562744,1
34.30255699157715,1
34.30255699157715,2
36.32681894302368,2
36.32681894302368,1
113.03394794464111,1
113.03394794464111,2
115.07728886604309,2
115.07728886604309,1
116.18816995620728,1
116.18816995620728,2
118.23352193832397,2
118.23352193832397,1
119.3516538143158,1
119.3516538143158,2
123.40883898735046,2
123.40883898735046,1
124.49945998191833,1
124.49945998191833,2
126.530925989151,2
126.530925989151,1
161.9100890159607,1
161.9100890159607,2
174.01308393478394,2
174.01308393478394,1
175.11987590789795,1
175.11987590789795,2
177.15532279014587,2
177.15532279014587,1
203.47512102127075,1
203.47512102127075,2
209.53515601158142,2
209.53515601158142,1
239.26265692710876,1
239.26265692710876,2
241.30722093582153,2
241.30722093582153,1
242.39753484725952,1
242.39753484725952,2
244.44583702087402,2
244.44583702087402,1
245.5446059703827,1
245.5446059703827,2
247.5883219242096,2
247.5883219242096,1
248.68210983276367,1
248.68210983276367,2
256.7388849258423,2
256.7388849258423,1
269.9167778491974,1
269.9167778491974,2
281.98878383636475,2
281.98878383636475,1
287.13060784339905,1
287.13060784339905,2
291.18120884895325,2
291.18120884895325,1
292.27653789520264,1
292.27653789520264,2
294.3090898990631,2
294.3090898990631,1
295.39729285240173,1
295.39729285240173,2
297.4326329231262,2
297.4326329231262,1
336.3985059261322,1
336.3985059261322,2
338.44024300575256,2
338.44024300575256,1
341.90861201286316,1
341.90861201286316,2
347.96468901634216,2
347.96468901634216,1
349.06744384765625,1
349.06744384765625,2
351.0994780063629,2
351.0994780063629,1
352.194739818573,1
352.194739818573,2
354.218003988266,2
354.218003988266,1
359.36512780189514,1
359.36512780189514,2
361.40896582603455,2
361.40896582603455,1
362.51958990097046,1
362.51958990097046,2
364.5593948364258,2
364.5593948364258,1
365.65622091293335,1
365.65622091293335,2
367.6919758319855,2
367.6919758319855,1
368.79398679733276,1
368.79398679733276,2
370.81912899017334,2
370.81912899017334,1
407.1515109539032,1
407.1515109539032,2
413.19874691963196,2
413.19874691963196,1
426.37297201156616,1
426.37297201156616,2
428.40846991539,2
428.40846991539,1
437.5535399913788,1
437.5535399913788,2
439.58809995651245,2
439.58809995651245,1
440.6925928592682,1
440.6925928592682,2
442.7188169956207,2
442.7188169956207,1
455.88796186447144,1
455.88796186447144,2
457.91944193840027,2
457.91944193840027,1
459.00868582725525,1
459.00868582725525,2
467.0561408996582,2
467.0561408996582,1
475.86388182640076,1
475.86388182640076,2
477.8954179286957,2
477.8954179286957,1
491.07297682762146,1
491.07297682762146,2
497.1138799190521,2
497.1138799190521,1
506.80021595954895,1
506.80021595954895,2
508.8225088119507,2
508.8225088119507,1
521.0851128101349,1
521.0851128101349,2
527.1264359951019,2
527.1264359951019,1
545.3330550193787,1
545.3330550193787,2
551.3759329319,2
551.3759329319,1
569.5805039405823,1
569.5805039405823,2
571.6119678020477,2
571.6119678020477,1
572.7117209434509,1
572.7117209434509,2
574.7355809211731,2
574.7355809211731,1
587.8878660202026,1
587.8878660202026,2
589.9249858856201,2
589.9249858856201,1
591.0111739635468,1
591.0111739635468,2
593.0333859920502,2
593.0333859920502,1
605.1917610168457,1
605.1917610168457,2
611.2348139286041,2
611.2348139286041,1
617.8936970233917,1
617.8936970233917,2
621.940465927124,2
621.940465927124,1
648.3574159145355,1
648.3574159145355,2
648.444760799408,2
648.4657108783722,2
657.1371638774872,2
737.1962578296661,2
