x,Core_1_Thread_2,y_err_hi,y_err_lo,x_err
4919.666666666667,0.4830666666666667,0.010533333333333339,0.013166666666666715,16.59558174133515
9987.466666666667,0.5300666666666666,0.007633333333333492,0.005466666666666509,26.30158423618863
14988.6,0.5827333333333333,0.010666666666666602,0.006033333333333335,55.92602256552924
20002.000000000004,0.6274000000000001,0.005999999999999894,0.005300000000000082,48.57036133281271
25000.733333333334,0.7086,0.05179999999999996,0.04970000000000008,58.058705921966336
29921.36666666667,0.7352,0.01750000000000007,0.0252,31.589924554092995
34972.86666666667,0.8285333333333332,0.04476666666666673,0.08273333333333333,136.4903415386348
39977.36666666666,0.8351333333333334,0.0207666666666666,0.03943333333333332,86.04384541228562
45066.73333333334,0.8347333333333333,0.025966666666666693,0.026533333333333298,40.321871649683416
49886.600000000006,0.7869333333333334,0.026566666666666627,0.04573333333333329,34.01235069794409
54969.166666666664,0.7891,0.017199999999999882,0.014399999999999968,177.80726456850374
59896.0,0.8192666666666667,0.019233333333333325,0.03806666666666669,59.237488130407314
65056.63333333333,0.8447000000000001,0.04619999999999991,0.05400000000000005,157.75215793558414
70054.83333333333,0.8656333333333333,0.0762666666666667,0.05683333333333329,106.86076610867691
74959.26666666666,0.7888333333333333,0.03636666666666677,0.04803333333333337,232.6423291951232
79904.63333333335,0.8267666666666668,0.0164333333333333,0.01636666666666675,39.53256041965277
84969.59999999999,0.9005666666666667,0.011433333333333295,0.008566666666666722,109.89067294361334
89990.53333333333,0.9987666666666666,0.1436333333333335,0.08646666666666658,75.44675826921463
95746.76153846153,1.6589384615384617,0.08066153846153812,0.34193846153846175,1104.165825814871
99727.6142857143,1.7044285714285714,0.004771428571428649,0.005128571428571371,911.8544847883195
