#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      365.5   432.2   173.5   236.2   262.0   336.7   363.1   377.8   390.1   402.4   424.8   463.7   590.6  8071.1 15679.3   4980.6     5000  1684407121576  1684407126935
read      384.2   413.6   160.7   221.1   238.8   369.3   413.2   435.0   452.1   469.9   495.9   534.5   637.2  4674.2 19032.4   9927.8    10000  1684407128438  1684407133755
read      384.5   330.4   160.7   216.1   231.3   368.2   429.6   459.6   479.8   501.9   530.1   571.8   668.8  3823.6 12557.5  14995.8    15000  1684407135258  1684407140558
read      388.1   298.8   160.7   213.5   229.0   361.0   433.7   470.9   495.9   523.7   556.3   605.9   704.3  2988.5 12595.1  20022.8    20000  1684407142062  1684407147351
read      389.9   237.7   160.7   213.1   228.2   358.5   433.4   477.0   506.7   541.3   581.4   636.0   737.9  2264.1  9204.7  25034.4    25000  1684407148854  1684407154146
read      399.6   260.7   160.7   213.1   229.5   371.0   439.9   483.5   513.9   549.0   593.6   658.0   775.1  3023.2 10005.5  29865.8    30000  1684407155650  1684407160943
read      401.7   207.3   148.8   213.3   230.0   375.4   441.0   483.5   515.1   554.4   604.4   673.8   794.9  1571.7  8187.7  35105.0    35000  1684407162447  1684407167724
read      394.7   211.9   160.7   213.1   229.0   369.5   432.6   472.7   504.3   542.4   591.2   662.5   780.6  1321.2  8480.0  39906.2    40000  1684407169227  1684407174501
read      403.0   249.1   160.7   214.0   230.2   377.8   442.1   482.1   513.5   552.7   606.5   680.4   804.8  1171.2 12516.0  45014.8    45000  1684407176005  1684407181290
read      405.6   218.8   160.7   214.3   231.0   382.2   448.4   487.4   517.1   555.0   607.5   682.8   823.7  1435.6  8358.7  49930.4    50000  1684407182795  1684407188088
read      394.8   215.1   160.7   212.0   227.6   370.0   434.8   473.4   503.8   542.2   593.1   670.6   802.1  1176.0  8894.1  54818.8    55000  1684407189591  1684407194860
read      384.8   221.1   160.7   210.3   225.2   359.3   422.6   460.0   489.3   526.0   575.5   647.5   792.6  1260.3  9843.4  60023.2    60000  1684407196366  1684407201645
read      382.6   169.0   148.8   208.4   223.4   360.4   424.5   462.3   491.4   526.6   574.1   645.0   780.8  1022.0  5339.9  64917.2    65000  1684407203150  1684407208437
read      390.7   236.1   148.8   210.7   226.1   363.4   428.8   467.1   496.7   532.1   578.7   652.6   818.7  2125.9  8308.3  70204.0    70000  1684407209941  1684407215219
read      383.1   215.0   148.8   210.2   225.3   361.5   424.2   459.9   486.8   519.1   563.0   631.9   771.9  1151.1  8760.7  75001.2    75000  1684407216722  1684407222006
read      384.7   208.4   148.8   213.2   229.2   362.1   423.5   459.5   487.0   520.2   564.6   634.1   770.7  1121.3  8143.3  79833.2    80000  1684407223511  1684407228790
read      385.8   209.0   160.7   213.0   229.5   364.3   424.3   459.9   487.5   521.1   565.1   632.6   764.3  1069.1  8315.6  85122.0    85000  1684407230294  1684407235568
read      417.0   233.4   160.7   217.8   237.1   385.8   451.0   490.6   521.5   561.2   618.1   712.8   976.7  1600.0  8659.2  90039.4    90000  1684407237071  1684407242347
read      426.6   222.3   148.8   229.4   255.2   402.8   468.3   507.7   538.2   573.6   617.3   681.8   825.9  1171.4  9438.5  94939.0    95000  1684407243851  1684407249143
read      634.4   289.8   160.7   373.8   405.3   545.5   740.1   818.9   861.2   902.3   942.8  1001.0  1096.5  1780.2 10569.0  97523.4   100000  1684407250648  1684407255929
read      594.4   314.8   160.7   336.1   373.1   517.4   678.7   756.9   802.4   845.7   891.2   941.4  1039.5  3057.5 11774.8 102496.7   105000  1684407257433  1684407262718
read      633.2   312.2   160.7   374.8   404.9   530.1   751.2   831.5   874.8   911.5   950.0  1000.2  1090.0  2094.0 12323.8 101412.8   110000  1684407264222  1684407269496
read      640.3   319.2   173.5   375.6   404.1   540.5   759.9   831.6   873.9   913.6   956.0  1005.9  1094.2  2649.8 12448.7 101436.0   115000  1684407271001  1684407276290
read      637.6   334.8   160.7   377.1   405.6   530.8   756.5   834.7   877.1   916.2   958.4  1007.8  1097.1  3525.5 11837.9 102102.8   120000  1684407277795  1684407283074
read      653.2   326.6   173.5   388.4   418.2   545.1   767.2   856.3   900.4   941.4   984.6  1037.4  1136.9  2353.3 13652.6 100016.5   125000  1684407284578  1684407289857
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 69.22%,2.53%,100.00%
