x,Core_2_Thread_1,y_err_hi,y_err_lo,x_err
4939.2,0.4742,0.010499999999999954,0.01050000000000001,36.087116814730685
9964.6,0.5325,0.0020000000000000018,0.0037000000000000366,50.98744943611093
14938.4,0.5674,0.0043999999999999595,0.0031999999999999806,67.6600325155111
19987.666666666668,0.6079666666666667,0.004033333333333333,0.002066666666666661,90.56408412463233
24997.13333333333,0.6405,0.010700000000000043,0.006199999999999983,37.10112307374752
29939.36666666667,0.6588333333333334,0.003466666666666618,0.0026333333333333764,73.90225526554165
35022.76666666666,0.6713333333333334,0.002466666666666506,0.0036333333333333773,109.40312305109663
39871.46666666667,0.6716666666666667,0.006133333333333213,0.009166666666666767,30.906525740258516
44997.6,0.6779666666666667,0.0024333333333332874,0.001966666666666672,80.19551109632327
49942.53333333333,0.6768666666666666,0.005933333333333346,0.00326666666666664,28.414315640771203
54952.333333333336,0.6706333333333333,0.003166666666666651,0.0031333333333333213,118.96122617614881
60063.200000000004,0.6498666666666667,0.007533333333333281,0.005166666666666653,35.74129264590374
65029.833333333336,0.6540333333333332,0.023266666666666658,0.01423333333333332,163.4473105723499
69984.76666666666,0.6510666666666668,0.0029333333333332323,0.00446666666666673,323.03446152590635
74965.90000000001,0.6376,0.0038000000000000256,0.005699999999999927,48.26582641994574
79801.93333333333,0.6321333333333334,0.001966666666666561,0.0015333333333333865,27.108916122433943
85130.63333333333,0.6289,0.0037000000000000366,0.0026999999999999247,94.8451545063524
89848.73333333332,0.6516333333333334,0.06116666666666659,0.041133333333333355,165.17558334491204
95468.55,0.7795,0.2489,0.09770000000000001,1169.3513914417115
100342.97857142857,1.082214285714286,0.056778571428571345,0.20962142857142851,1818.3946788216895
105044.56666666667,1.0312999999999999,0.022400000000000087,0.01969999999999983,1188.2542839532862
