x,Core_2_Thread_2,y_err_hi,y_err_lo,x_err
4959.366666666666,0.4683,0.007900000000000018,0.006799999999999973,22.744742982353944
9976.733333333332,0.5057333333333333,0.008366666666666744,0.006133333333333213,48.52147290976783
14976.199999999999,0.5349333333333334,0.019166666666666665,0.020633333333333392,59.778591485581316
19971.533333333333,0.5438666666666667,0.009233333333333316,0.004866666666666686,103.03733951016595
24920.63333333333,0.5455666666666666,0.013733333333333264,0.010566666666666613,110.2209750153453
29950.8,0.5484333333333334,0.002766666666666584,0.0018333333333334645,54.93232199716412
34920.4,0.5532666666666667,0.01423333333333332,0.0075666666666666105,37.33041655272434
39965.99999999999,0.5486666666666667,0.0037333333333332552,0.005466666666666731,66.12352077740488
44897.0,0.5442,0.0030000000000000027,0.005199999999999982,120.6787470932627
50047.06666666667,0.5420666666666667,0.0019333333333333425,0.002966666666666673,110.04586922430586
54910.833333333336,0.5412666666666666,0.007033333333333447,0.005366666666666631,90.39747415350429
59947.73333333334,0.5409,0.0018999999999999018,0.0032999999999999696,259.62282899108504
65058.200000000004,0.5346333333333333,0.008966666666666678,0.009533333333333283,58.1745648887898
70078.13333333333,0.5280333333333334,0.0074666666666666215,0.006033333333333335,129.17497177601408
74988.8,0.5185333333333334,0.00876666666666659,0.005233333333333423,129.35547920362922
79876.8,0.5193666666666666,0.018333333333333424,0.014566666666666617,96.89354983692132
84829.59999999999,0.5019666666666668,0.007733333333333259,0.004866666666666741,70.84433640030461
90055.53333333333,0.4937666666666667,0.007733333333333259,0.009566666666666723,183.60025417557307
94914.13333333335,0.48700000000000004,0.005099999999999993,0.005700000000000038,111.65667617000655
99985.06666666667,0.4834666666666667,0.01213333333333333,0.006766666666666699,166.18307174117598
104828.20000000001,0.47583333333333333,0.0022666666666666946,0.0035333333333333328,132.78087211642932
109893.06666666667,0.4653333333333333,0.0007666666666666933,0.0013333333333332975,133.77015112996054
114976.83333333333,0.4615666666666667,0.00273333333333331,0.003766666666666696,127.91834635162364
119836.7,0.4540666666666667,0.0056333333333333235,0.0070666666666666655,290.4580692630159
124728.36666666665,0.45926666666666666,0.011633333333333329,0.005866666666666687,315.5976922180092
