time,core
0,1
17.452244997024536,1
17.452244997024536,2
25.524364948272705,2
25.524364948272705,1
26.612257957458496,1
26.612257957458496,2
28.913613080978394,2
28.913613080978394,1
48.175724029541016,1
48.175724029541016,2
50.2228569984436,2
50.2228569984436,1
51.34529113769531,1
51.34529113769531,2
57.39766812324524,2
57.39766812324524,1
187.51056599617004,1
187.51056599617004,2
189.55546498298645,2
189.55546498298645,1
190.66732215881348,1
190.66732215881348,2
192.72009801864624,2
192.72009801864624,1
193.82171607017517,1
193.82171607017517,2
195.87062907218933,2
195.87062907218933,1
196.9815170764923,1
196.9815170764923,2
199.02279114723206,2
199.02279114723206,1
200.12540912628174,1
200.12540912628174,2
202.1668860912323,2
202.1668860912323,1
203.27745604515076,1
203.27745604515076,2
207.3234350681305,2
207.3234350681305,1
267.64647793769836,1
267.64647793769836,2
275.7080991268158,2
275.7080991268158,1
276.8030409812927,1
276.8030409812927,2
288.87840008735657,2
288.87840008735657,1
289.96624994277954,1
289.96624994277954,2
292.0020661354065,2
292.0020661354065,1
294.07618498802185,1
294.07618498802185,2
296.1144390106201,2
296.1144390106201,1
337.4234609603882,1
337.4234609603882,2
339.4598159790039,2
339.4598159790039,1
340.56002712249756,1
340.56002712249756,2
348.6126480102539,2
348.6126480102539,1
398.04799699783325,1
398.04799699783325,2
400.0828580856323,2
400.0828580856323,1
401.18638610839844,1
401.18638610839844,2
403.22375106811523,2
403.22375106811523,1
404.33272314071655,1
404.33272314071655,2
406.370423078537,2
406.370423078537,1
407.49940514564514,1
407.49940514564514,2
409.5386481285095,2
409.5386481285095,1
410.64395403862,1
410.64395403862,2
412.6869339942932,2
412.6869339942932,1
413.7908630371094,1
413.7908630371094,2
415.83186197280884,2
415.83186197280884,1
416.9710810184479,1
416.9710810184479,2
427.0336580276489,2
427.0336580276489,1
448.2324130535126,1
448.2324130535126,2
468.3346929550171,2
468.3346929550171,1
478.64187693595886,1
478.64187693595886,2
480.6798429489136,2
480.6798429489136,1
482.4581091403961,1
482.4581091403961,2
484.49548602104187,2
484.49548602104187,1
485.608106136322,1
485.608106136322,2
487.6383230686188,2
487.6383230686188,1
488.72611594200134,1
488.72611594200134,2
490.76266407966614,2
490.76266407966614,1
491.85305309295654,1
491.85305309295654,2
493.8918671607971,2
493.8918671607971,1
494.97870206832886,1
494.97870206832886,2
497.0070130825043,2
497.0070130825043,1
557.4757580757141,1
557.4757580757141,2
563.5290920734406,2
563.5290920734406,1
564.6374950408936,1
564.6374950408936,2
576.7116861343384,2
576.7116861343384,1
577.8310470581055,1
577.8310470581055,2
579.8681960105896,2
579.8681960105896,1
580.9624691009521,1
580.9624691009521,2
582.9985280036926,2
582.9985280036926,1
584.0824780464172,1
584.0824780464172,2
586.1195600032806,2
586.1195600032806,1
598.2754909992218,1
598.2754909992218,2
600.3117880821228,2
600.3117880821228,1
601.4067130088806,1
601.4067130088806,2
605.446769952774,2
605.446769952774,1
606.562940120697,1
606.562940120697,2
608.5957610607147,2
608.5957610607147,1
609.6784930229187,1
609.6784930229187,2
611.7104821205139,2
611.7104821205139,1
612.8126499652863,1
612.8126499652863,2
614.8502311706543,2
614.8502311706543,1
615.9385471343994,1
615.9385471343994,2
617.9656000137329,2
617.9656000137329,1
645.1752331256866,1
645.1752331256866,2
645.1888010501862,2
667.9439079761505,2
748.0230090618134,2
