time,p95,qps
0,0.534,7396.8
6.2865588423572,0.8503999999999999,67041.7
16.418938588492477,0.7235,85885.7
26.55131833462775,0.8597,64143.0
36.68369808076303,0.7513,31589.6
46.81607782689831,0.6495,87958.4
56.948457573033586,0.5452,7318.9
67.08083731916886,0.8555,62190.4
77.21321706530414,0.5438,6534.5
87.3455968114394,0.7117,22530.1
97.47797655757468,0.91,60680.8
107.61035630370995,0.8258,58979.4
117.74273604984522,0.8284,60113.9
127.87511579598049,0.695,22823.5
138.00749554211578,0.5715,8189.2
148.13987528825106,0.733,27624.7
158.27225503438635,0.7595,37527.8
168.40463478052163,0.6957000000000001,24442.0
178.53701452665692,0.7379,33687.6
188.6693942727922,0.6897000000000001,84801.2
198.8017740189275,0.6249,85523.3
208.93415376506277,0.8189,51844.1
219.06653351119806,0.7771,34521.9
229.19891325733334,0.7764,28753.3
239.33129300346863,0.8002,38307.9
249.46367274960392,0.707,20710.7
259.5960524957392,0.6346,13851.5
269.72843224187443,0.582,93344.3
279.8608119880097,0.5282,98388.8
289.99319173414494,0.6838,71280.7
300.1255714802802,0.8172,42017.4
310.25795122641546,0.8505,46515.0
320.3903309725507,0.754,30657.5
330.52271071868597,0.8082999999999999,42881.1
340.6550904648212,0.621,93600.7
350.7874702109565,0.8448,65850.7
360.91984995709174,0.709,29559.0
371.052229703227,0.8627999999999999,51395.6
381.18460944936226,0.8694,67253.4
391.3169891954975,0.6344,16258.8
401.44936894163277,0.6851,81438.0
411.581748687768,0.6799,87611.9
421.7141284339033,0.5215,99081.3
431.84650818003854,0.8556,51162.3
441.9788879261738,0.6119,11816.7
452.11126767230905,0.7489,97216.5
462.2436474184443,0.5038,97307.8
472.37602716457957,0.7881,55529.0
482.5084069107148,0.7627,86275.8
492.6407866568501,0.6405,82093.5
502.77316640298534,0.8127000000000001,52839.4
512.9055461491206,0.6233,13895.1
523.0379258952559,0.8563,49999.2
533.1703056413911,0.5746,9297.0
543.3026853875264,0.7341,27240.3
553.4350651336616,0.668,18709.5
563.5674448797969,0.6404,86334.3
573.6998246259321,0.5206000000000001,93075.7
583.8322043720674,0.6927000000000001,75996.5
593.9645841182027,0.791,32347.9
604.0969638643379,0.6812,84161.9
614.2293436104732,0.6728999999999999,81701.8
624.3617233566084,0.8399,37353.0
634.4941031027437,0.9698,53840.9
644.6264828488789,0.7138,30216.6
654.7588625950142,0.7326,31677.0
664.8912423411495,0.7061000000000001,38877.5
675.0236220872847,0.5114,10640.8
685.15600183342,0.49269999999999997,97995.6
695.2883815795552,0.5709,48203.8
705.4207613256905,0.5774,34906.4
715.5531410718257,0.5446,69583.5
725.685520817961,0.5492,20700.9
735.8179005640962,0.5231,84561.1
745.9502803102315,0.5744,42233.2
756.0826600563668,0.571,61635.7
