time,p95,qps
0,0.6411,7351.9
12.174087823191776,0.883,67106.8
27.37031567247608,0.781,85982.9
42.56654352176039,0.9036000000000001,63776.6
57.76277137104469,0.8142,31676.7
72.95899922032899,0.6226,87854.0
88.15522706961329,0.6376000000000001,7271.5
103.35145491889759,0.8452999999999999,62357.7
118.54768276818189,0.6344,6550.2
133.74391061746618,0.8281000000000001,22516.2
148.94013846675048,0.9962000000000001,60873.3
164.13636631603478,0.9459,59095.2
179.33259416531908,0.9537,60118.4
194.52882201460338,0.7898999999999999,22894.7
209.72504986388768,0.6421,8146.7
224.92127771317197,0.8215,27720.1
240.11750556245627,0.8492000000000001,37642.6
255.31373341174057,0.807,24298.9
270.5099612610249,0.8501000000000001,33813.2
285.7061891103092,0.8943,84955.5
300.9024169595935,0.675,85669.9
316.0986448088778,0.8917999999999999,51879.5
331.2948726581621,0.9138999999999999,34367.1
346.4911005074464,0.846,28684.8
361.6873283567307,0.8773,38273.3
376.883556206015,0.7597999999999999,20674.5
392.0797840552993,0.7363,13807.3
407.2760119045836,0.6547000000000001,93428.5
422.4722397538679,0.5357000000000001,98349.4
437.6684676031522,0.8496,71274.3
452.8646954524365,0.9141,42040.0
468.0609233017208,0.9541000000000001,46481.4
483.2571511510051,0.8954,30854.7
498.4533790002894,0.9919,42852.5
513.6496068495737,0.6349,93550.2
528.8458346988581,0.7898999999999999,65812.5
544.0420625481424,0.8497,29617.0
559.2382903974268,1.0112,51323.0
574.4345182467111,0.8831,67309.2
589.6307460959955,0.7143999999999999,16366.8
604.8269739452799,0.7714,81506.1
620.0232017945642,0.6334,87572.8
635.2194296438486,0.5326000000000001,99236.5
650.4156574931329,0.8717999999999999,51249.9
665.6118853424173,0.702,11824.5
680.8081131917016,0.9432999999999999,97365.8
696.004341040986,0.5377000000000001,97242.0
711.2005688902703,0.9732000000000001,55519.4
726.3967967395547,0.6117999999999999,85914.1
741.5930245888391,0.6892,82032.6
756.7892524381234,0.9472999999999999,52857.0
771.9854802874078,0.6902,13878.5
787.1817081366921,0.9842000000000001,49870.3
802.3779359859765,0.6501,9283.9
817.5741638352608,0.8372999999999999,27045.7
