canneal,radix,ferret,freqmine,vips,blackscholes,dedup
0.0,0.26912689208984375,30.015570878982544,264.59927701950073,348.9843759536743,549.3476190567017,671.9853479862213
18.47594404220581,28.620872974395752,263.2364909648895,670.6571710109711,350.0470929145813,558.4391140937805,710.8434090614319
28.61593008041382,,,,352.1482300758362,578.6174659729004,
31.06216287612915,,,,353.18358087539673,579.6624429225922,
33.16939902305603,,,,355.2818820476532,581.7514309883118,
37.235711097717285,,,,356.3225200176239,582.7881031036377,
39.32495999336243,,,,358.41210103034973,586.4937300682068,
48.43853807449341,,,,379.78254294395447,588.2876420021057,
58.571974992752075,,,,382.82348108291626,590.3660368919373,
68.68310689926147,,,,385.07815194129944,598.4804999828339,
70.78908801078796,,,,387.1832559108734,600.5836000442505,
72.87806797027588,,,,398.30229687690735,601.6197850704193,
74.97555494308472,,,,402.4132990837097,603.7148089408875,
188.98471689224243,,,,403.45034193992615,604.7572269439697,
191.10522890090942,,,,405.563677072525,608.863126039505,
192.1518349647522,,,,406.59963488578796,609.9007608890533,
194.26060390472412,,,,408.7049219608307,614.0119080543518,
195.31693601608276,,,,409.76829290390015,615.0920670032501,
199.4495780467987,,,,429.9435410499573,617.1880979537964,
200.48721408843994,,,,449.1159360408783,679.0519199371338,
202.60982489585876,,,,469.2919030189514,689.1682620048523,
203.64647507667542,,,,478.3840548992157,708.3302118778229,
209.7772970199585,,,,490.53941106796265,710.8315789699554,
268.67115592956543,,,,491.5757360458374,725.0972058773041,
289.69828391075134,,,,493.67931294441223,,
290.7536869049072,,,,494.71485900878906,,
292.85166597366333,,,,496.82011103630066,,
293.90042090415955,,,,497.8512599468231,,
295.99122309684753,,,,499.9426610469818,,
297.02664494514465,,,,547.7497038841248,,
299.10691499710083,,,,,,
338.4470820426941,,,,,,
