time,core
0,1
11.39362096786499,1
11.39362096786499,2
15.44634485244751,2
15.44634485244751,1
18.558938026428223,1
18.558938026428223,2
20.596899032592773,2
20.596899032592773,1
21.70376181602478,1
21.70376181602478,2
23.74176287651062,2
23.74176287651062,1
28.888255834579468,1
28.888255834579468,2
30.937904834747314,2
30.937904834747314,1
32.04297184944153,1
32.04297184944153,2
36.08094096183777,2
36.08094096183777,1
113.7923948764801,1
113.7923948764801,2
115.84356904029846,2
115.84356904029846,1
116.95333790779114,1
116.95333790779114,2
119.00610399246216,2
119.00610399246216,1
120.12316083908081,1
120.12316083908081,2
122.17072200775146,2
122.17072200775146,1
123.27514696121216,1
123.27514696121216,2
125.31271481513977,2
125.31271481513977,1
161.74101185798645,1
161.74101185798645,2
173.83411192893982,2
173.83411192893982,1
174.93398880958557,1
174.93398880958557,2
176.97355794906616,2
176.97355794906616,1
203.28103685379028,1
203.28103685379028,2
209.35143780708313,2
209.35143780708313,1
211.46417593955994,1
211.46417593955994,2
213.50660395622253,2
213.50660395622253,1
239.2511658668518,1
239.2511658668518,2
241.2917938232422,2
241.2917938232422,1
242.3960838317871,1
242.3960838317871,2
244.4391050338745,2
244.4391050338745,1
245.5617868900299,1
245.5617868900299,2
249.61958694458008,2
249.61958694458008,1
250.75573897361755,1
250.75573897361755,2
256.8074369430542,2
256.8074369430542,1
269.0348858833313,1
269.0348858833313,2
281.1077609062195,2
281.1077609062195,1
287.23865389823914,1
287.23865389823914,2
291.28373193740845,2
291.28373193740845,1
292.39185190200806,1
292.39185190200806,2
294.43153190612793,2
294.43153190612793,1
295.53637886047363,1
295.53637886047363,2
297.5789518356323,2
297.5789518356323,1
336.46283292770386,1
336.46283292770386,2
346.53650283813477,2
346.53650283813477,1
347.62165689468384,1
347.62165689468384,2
349.65978384017944,2
349.65978384017944,1
350.75892186164856,1
350.75892186164856,2
352.7846848964691,2
352.7846848964691,1
358.92275500297546,1
358.92275500297546,2
360.95956087112427,2
360.95956087112427,1
362.0909068584442,1
362.0909068584442,2
366.13722681999207,2
366.13722681999207,1
367.2556629180908,1
367.2556629180908,2
369.2915208339691,2
369.2915208339691,1
407.66881585121155,1
407.66881585121155,2
413.71741795539856,2
413.71741795539856,1
436.9670739173889,1
436.9670739173889,2
439.00303196907043,2
439.00303196907043,1
440.10040283203125,1
440.10040283203125,2
442.1320478916168,2
442.1320478916168,1
455.32195591926575,1
455.32195591926575,2
457.357302904129,2
457.357302904129,1
458.450297832489,1
458.450297832489,2
460.4900598526001,2
460.4900598526001,1
461.59010100364685,1
461.59010100364685,2
467.6413588523865,2
467.6413588523865,1
491.4475328922272,1
491.4475328922272,2
497.49408197402954,2
497.49408197402954,1
507.9663288593292,1
507.9663288593292,2
509.9891769886017,2
509.9891769886017,1
521.1535758972168,1
521.1535758972168,2
527.2006828784943,2
527.2006828784943,1
545.4046728610992,1
545.4046728610992,2
551.4458019733429,2
551.4458019733429,1
569.6270008087158,1
569.6270008087158,2
571.6606919765472,2
571.6606919765472,1
572.7628238201141,1
572.7628238201141,2
574.789244890213,2
574.789244890213,1
587.970981836319,1
587.970981836319,2
590.0062749385834,2
590.0062749385834,1
591.0982089042664,1
591.0982089042664,2
593.1251528263092,2
593.1251528263092,1
605.2725458145142,1
605.2725458145142,2
611.3166568279266,2
611.3166568279266,1
618.7708928585052,1
618.7708928585052,2
620.8100078105927,2
620.8100078105927,1
645.2361400127411,1
645.2361400127411,2
645.2489078044891,2
657.69065284729,2
737.7707898616791,2
