Random waveform, supplied seed
Total number of intervals = 134 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116)
Average QPS expected = 52006
Timestamp start: 1684451305572
Timestamp end: 1684452106026

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      449.0   724.8   160.7   204.1   214.6   320.6   412.9   481.4   542.9   630.0   748.4  1018.6  1618.3  9362.9 31293.4  60545.0    60653
read      419.3   476.7   160.7   204.5   215.1   325.8   415.0   477.5   534.2   610.7   706.9   890.0  1365.6  4932.7 16138.1  59246.7    59076
read      417.2   383.2   160.7   204.6   215.2   321.8   412.1   475.7   533.5   615.0   725.8   938.5  1418.5  3820.6 13584.8  60096.0    60154
read      425.1   656.0   160.7   206.1   218.7   355.6   443.7   501.9   539.2   576.8   618.0   677.2  1069.2 11039.5 31177.7  23041.2    22964
read      432.6   963.8   173.5   221.9   240.3   360.1   408.3   433.6   452.7   473.1   501.8   546.5  1869.9 10033.3 35528.3   8094.8     8172
read      436.3   696.9   148.8   206.8   219.9   362.6   448.1   507.1   549.8   595.9   644.4   723.6  1127.5  8733.6 31944.1  27624.7    27652
read      415.2   352.5   160.7   205.9   218.1   355.8   444.4   503.3   549.2   602.9   663.0   755.5  1080.6  3962.6  9384.1  37664.7    37594
read      426.6   554.3   160.7   206.7   219.5   363.4   452.5   510.2   550.7   590.7   633.7   697.0  1007.9  6326.7 30929.0  24346.7    24367
read      427.0   437.3   160.7   206.7   219.1   361.2   454.7   516.5   565.6   620.6   682.5   783.5  1079.1  5546.7 16110.3  33775.7    33771
read      359.2   312.5   148.8   203.4   213.1   287.6   341.6   382.8   418.6   466.5   540.8   742.3  1331.3  3531.6 10412.3  84820.8    84944
read      347.8   387.9   148.8   202.8   211.9   281.8   332.5   369.2   401.0   445.2   505.8   658.1  1263.8  4987.0 13251.9  85623.0    85666
read      406.8   502.0   160.7   205.4   216.9   326.4   410.2   468.4   515.4   576.7   657.6   786.8  1197.5  5970.4 28223.4  51813.0    51918
read      428.2   462.1   160.7   206.6   219.0   358.1   449.1   508.2   560.8   618.4   683.3   803.0  1148.1  5730.5 13672.4  34225.8    34406
read      423.7   483.0   160.7   206.2   218.8   359.8   446.2   505.9   551.4   599.4   651.9   732.5  1050.6  6325.5 17049.7  28672.2    28664
read      449.9   706.8   160.7   206.1   218.1   351.5   447.9   513.2   567.5   630.3   705.4   855.0  1352.6 10119.5 31683.4  38379.0    38289
read      447.6   833.5   160.7   206.6   219.4   358.8   450.1   504.5   539.5   576.4   619.1   683.9  2126.7  9687.6 32206.5  20807.2    20658
read      433.2   780.6   160.7   210.3   224.0   365.8   443.5   483.3   508.4   536.0   569.9   624.2  1599.5  9562.6 37744.8  13787.7    13840
read      342.0   324.8   148.8   203.4   212.9   282.2   328.8   361.0   388.8   427.8   487.5   629.5  1335.9  2624.4 12528.8  93409.0    93419
read      313.3   229.4   160.7   204.0   213.7   280.5   323.5   350.5   371.4   398.0   434.7   494.4   630.7  2823.3  8559.8  98361.0    98284
read      355.0   354.5   148.8   204.1   214.3   291.7   349.9   391.9   427.1   472.2   535.7   663.3  1175.3  3400.4  9928.6  71389.5    71313
read      470.9   866.5   160.7   207.1   219.6   345.3   442.2   510.0   570.8   646.9   742.6   945.4  1670.9 13335.6 32200.9  42203.3    42089
read      427.8   518.2   160.7   205.0   216.5   338.4   430.0   493.8   547.7   618.5   704.6   876.0  1355.8  5559.2 16929.0  46646.3    46458
read      438.9   693.7   160.7   205.9   218.4   360.1   448.0   507.3   554.2   604.1   658.7   743.4  1172.8  8071.0 33534.4  30745.0    30755
read      430.5   591.1   160.7   205.0   216.6   348.7   438.9   500.9   551.5   612.1   678.1   787.2  1234.6  8413.2 30373.3  42913.8    42889
read      333.7   254.1   160.7   204.5   214.8   285.7   334.5   367.1   393.5   428.2   478.6   573.0  1057.9  2507.4  9543.1  93508.0    93552
read      373.2   447.9   148.8   203.9   213.8   293.0   358.5   405.1   444.4   493.0   560.4   723.2  1308.5  5434.8 15753.5  65714.5    65694
read      423.2   613.3   160.7   204.9   216.5   355.2   438.9   498.1   542.7   592.0   643.6   722.5  1049.6  5971.4 31610.1  29426.7    29574
read      434.1   548.5   160.7   205.2   216.4   335.9   429.8   496.4   552.9   626.2   723.4   922.2  1441.7  5878.8 30559.9  51383.3    51355
read      414.5   419.7   148.8   204.7   216.2   321.8   402.8   463.4   517.6   590.7   692.7   925.1  1472.7  4351.5 14676.6  67393.8    67361
read      429.6   692.1   160.7   209.6   222.9   370.6   456.4   502.0   531.3   562.4   596.9   651.7   860.0  8143.6 31761.9  16328.8    16287
read      357.9   371.8   160.7   203.9   213.8   290.6   345.2   383.9   417.4   463.8   531.7   686.4  1295.1  3978.6 12494.2  81439.5    81508
read      336.7   300.1   148.8   203.2   212.5   281.7   328.6   360.7   387.9   425.7   480.3   585.1  1199.4  3556.2  9775.8  87758.3    87619
read      333.6   290.0   160.7   204.8   215.1   285.5   330.1   358.3   380.9   411.7   457.3   539.4  1388.8  2736.1  9165.8  98979.3    99068
read      413.6   470.8   160.7   204.8   215.9   327.2   414.0   471.5   520.2   587.8   681.1   843.9  1302.6  6128.4 14721.4  51285.5    51267
read      420.9   610.5   160.7   213.0   227.2   369.9   436.6   470.7   493.4   518.1   547.2   595.0  1376.8  6928.9 29770.7  11800.7    11822
read      364.6   329.6   148.8   205.2   216.2   291.3   335.9   363.7   387.3   421.9   477.6   704.8  1656.4  2975.5  7791.9  97534.2    97494
read      319.7   311.6   160.7   203.9   213.5   278.9   321.1   348.8   371.0   399.7   440.7   505.2   779.7  3227.8 10563.0  97256.7    97350
read      402.4   413.9   160.7   204.4   215.2   321.2   405.9   465.1   513.4   579.1   666.6   809.6  1230.2  4920.7 10863.6  55300.5    55460
read      347.9   340.1   160.7   204.1   214.0   289.8   341.8   376.5   404.6   445.4   503.2   622.3  1217.6  3176.4 12166.9  86018.3    85984
read      344.2   282.3   160.7   204.2   214.2   286.4   338.4   374.6   405.7   449.3   508.3   630.4  1156.2  2465.7  9342.4  82080.2    82043
read      442.0   607.6   148.8   206.4   218.3   334.0   429.8   497.8   556.0   636.3   740.2   951.5  1449.2  7998.2 30937.5  53051.8    52873
read      450.3   852.0   160.7   209.3   222.7   369.1   447.9   487.3   512.0   538.8   573.7   631.0  2100.7 13187.5 31779.6  13878.0    13911
read      422.1   439.3   160.7   203.6   213.7   328.2   422.1   486.1   541.3   617.5   714.5   918.3  1428.4  4390.7 14707.5  49935.0    49984
read      438.2  1070.5   160.7   216.2   231.7   356.8   410.1   438.2   457.8   479.4   506.1   548.5  1676.6 14794.3 32847.1   9379.5     9274
read      428.0   475.2   160.7   205.9   218.2   358.4   450.5   510.2   557.6   610.5   673.0   787.0  1125.5  5990.7 19620.4  27177.2    27187
read      457.2   926.8   160.7   206.4   219.0   359.1   450.5   502.9   534.6   568.2   607.7   673.7  2479.9 15247.0 32437.9  18698.0    18735
read      358.4   294.9   148.8   204.5   215.1   293.2   347.5   386.3   419.2   465.5   535.7   704.3  1321.9  2719.4  8695.4  86315.5    86505
read      305.8   216.3   148.8   202.5   211.1   273.7   314.9   341.4   363.1   391.0   430.7   491.3   609.6  2123.1  9912.2  92991.7    93039
read      353.5   325.0   160.7   204.1   214.7   289.9   344.7   384.5   419.6   466.4   528.5   668.2  1192.6  3416.0 10755.5  76090.8    75999
read      409.4   483.1   160.7   204.2   216.4   349.7   434.3   488.0   528.6   579.2   637.3   716.2  1005.4  5183.7 23764.4  32200.8    32324
read      358.2   481.8   148.8   203.7   213.7   286.8   336.2   370.5   400.4   443.1   505.1   663.9  1456.1  5134.7 17242.7  84271.8    84255
read      349.5   347.8   160.7   203.4   213.0   285.4   336.2   371.5   402.0   445.3   505.1   639.5  1321.1  3706.0 12302.6  81750.0    81759
read      422.8   341.3   160.7   204.3   215.7   350.1   448.8   514.4   569.8   632.3   706.7   836.5  1164.2  3914.8 10977.3  37251.2    37291
read      422.4   480.8   160.7   203.1   213.2   328.2   421.0   484.7   540.5   617.8   711.6   896.6  1344.5  6761.8 16637.9  53841.7    53818
read      423.4   568.7   148.8   203.7   215.1   355.1   443.8   502.9   548.2   598.5   653.5   736.3  1056.0  6915.5 29858.8  30382.8    30297
read      444.8   781.7   160.7   204.4   216.4   356.7   445.1   507.9   555.3   607.5   663.3   748.3  1185.8  9699.0 35796.5  31498.5    31569
read      430.2   514.3   160.7   204.9   216.1   348.7   446.1   510.1   565.8   631.2   705.5   840.1  1195.5  5463.5 30451.5  38910.2    38927
read      432.5   918.6   160.7   213.1   227.8   364.4   426.5   458.3   479.6   503.1   533.4   579.9  1750.9 14468.5 38281.4  10719.0    10652
read      377.2   427.0   148.8   203.6   213.7   288.0   330.6   358.5   383.6   425.7   501.2  1068.5  1680.8  2941.1 15112.2  98042.5    98119
read      406.6   550.2   160.7   203.6   213.8   315.2   404.9   463.5   506.2   565.6   659.3   823.5  1281.1  7100.5 27047.9  48016.5    48176
read      438.5   678.3   160.7   204.2   215.5   352.2   446.4   509.5   563.1   622.5   690.9   811.0  1248.3  7761.2 32236.5  34851.0    34929
read      403.4   374.5   148.8   201.8   211.9   310.9   391.5   452.3   505.6   585.1   692.4   898.0  1366.3  4793.8  9895.4  69814.7    69735
read      409.8   600.6   160.7   203.7   215.2   348.7   437.5   491.6   525.1   559.2   595.4   644.1   889.4  6837.1 32042.5  20666.3    20753
read      357.4   371.5   160.7   205.2   216.1   291.2   341.8   377.6   409.0   453.6   517.5   678.0  1356.5  3371.7 12927.0  84620.0    84642
read      425.7   518.3   160.7   205.9   218.4   348.0   437.6   498.6   549.4   610.1   677.7   790.0  1157.1  7543.2 18286.7  42457.5    42333
read      424.5   522.3   160.7   204.9   216.0   327.2   414.2   474.8   530.9   608.3   711.7   917.7  1437.4  6012.6 21301.0  61696.3    61587
read      352.0   285.7   160.7   204.8   215.3   290.4   346.4   389.7   425.3   469.3   532.1   665.9  1118.6  3054.8  9274.1  77999.0    77998
read      329.8   281.7   160.7   205.0   215.1   280.6   324.1   355.9   382.9   419.9   470.9   568.5  1053.8  2313.8 11771.8  97561.5    97625
read      449.2  1078.9   160.7   209.7   222.8   359.1   444.3   493.9   529.8   571.6   621.4   690.9  1382.0 13268.6 36780.1  23914.7    23781
read      415.9   330.6   160.7   205.9   217.6   327.2   415.0   476.8   532.7   611.9   718.0   913.0  1376.4  3399.3 10097.6  66781.5    66723
read      447.7   773.5   160.7   206.8   219.5   361.4   448.2   506.8   552.7   603.1   655.9   733.4  1342.2 11535.4 31795.3  31137.5    31016
read      444.8   622.0   160.7   205.9   217.6   338.7   433.9   499.2   557.6   635.6   739.5   968.0  1466.4  7817.6 25325.0  47322.7    47394
read      389.8   367.7   148.8   206.0   217.3   292.5   335.1   363.7   391.7   438.1   526.2  1305.5  1718.2  2772.1  8636.3  95428.2    95335
read      447.7  1177.4   160.7   238.8   266.3   347.4   379.4   398.2   413.1   432.1   461.7   519.7  2343.6 28070.1 32048.7   5264.0     5252
read      417.9   406.1   160.7   205.4   216.8   323.7   410.0   472.1   527.9   605.2   715.3   922.2  1408.2  4692.4 11401.9  66048.3    65908
read      425.6   738.9   160.7   209.1   222.3   364.7   438.1   476.3   504.2   537.9   578.6   635.8  1093.4  9575.6 31943.7  16887.2    16889
read      441.2   566.0   160.7   206.9   219.2   352.0   447.2   511.5   567.1   636.6   727.2   893.2  1304.2  7746.1 30455.6  42897.3    42912
read      351.3   317.9   160.7   207.8   220.0   295.2   342.8   373.4   399.4   434.3   487.8   606.7  1386.8  2627.7 12678.1  99917.2    99898
read      415.7   522.9   160.7   206.8   219.7   356.4   443.2   494.8   533.2   577.0   627.2   693.8   942.4  7095.8 22881.7  26488.0    26385
read      421.0   617.4   160.7   205.9   218.2   357.8   446.2   503.3   541.1   579.7   621.0   677.2   896.1  7039.1 31243.3  22616.8    22616
read      453.6   735.0   160.7   204.4   215.4   335.1   431.4   497.4   553.9   630.7   733.3   960.6  1596.2  9302.2 31531.6  50415.0    50605
read      332.5   253.7   148.8   203.7   213.5   285.1   333.0   364.7   391.1   427.0   478.5   575.8  1059.2  2287.9  9828.8  90477.7    90283
read      415.2   512.6   160.7   206.4   218.7   355.1   441.0   490.8   529.9   578.4   635.9   721.7   981.6  6285.0 19371.1  26234.7    26273
read      426.5   519.5   160.7   203.7   214.8   341.1   434.1   498.0   553.7   623.9   705.4   844.5  1238.1  6624.1 28965.5  48537.3    48521
read      422.9   501.2   160.7   204.7   216.7   359.5   447.5   505.2   551.1   604.0   659.7   738.7  1030.2  5440.0 28444.9  34153.7    34058
read      369.9   322.5   148.8   206.4   218.0   297.0   359.5   404.6   444.0   493.7   567.2   749.8  1276.1  3199.7 10365.7  75750.8    75648
read      415.3   533.5   160.7   207.5   220.4   360.0   443.2   491.9   524.7   559.9   600.8   655.7   908.0  6623.6 28465.1  19428.0    19482
read      453.8   899.1   173.5   210.5   224.1   379.4   464.1   504.8   531.4   560.3   594.2   653.6  1787.1 12017.0 35532.5  14979.8    15054
read      372.3   443.7   160.7   203.5   213.6   293.0   354.5   400.8   441.6   493.1   568.7   756.1  1342.9  4327.4 13936.7  75598.7    75754
read      401.6   755.5   173.5   234.6   261.6   339.2   369.7   388.6   401.5   420.7   445.5   493.3  1823.3  8460.2 31679.3   5173.7     5187
read      447.7   854.5   160.7   208.1   221.6   362.5   448.5   496.0   526.3   558.3   593.8   656.3  1788.8 10831.1 36828.9  17577.8    17656
read      328.4   254.6   160.7   202.7   211.8   277.7   320.8   351.3   376.3   411.6   463.5   565.4  1185.4  2380.7 11263.0  96192.2    96343
read      409.9   535.2   148.8   203.5   214.3   338.5   425.7   478.7   520.1   571.9   637.5   732.5  1058.5  6862.8 28231.0  36779.0    36665
read      378.8   333.1   160.7   204.1   214.8   296.4   358.0   402.0   443.5   501.5   607.8   859.7  1414.1  3112.6 11551.0  85243.2    85269
read      426.8   568.5   160.7   203.8   215.1   355.2   444.1   504.0   550.9   603.0   659.9   744.9  1110.0  6661.0 30927.3  31609.3    31525
read      432.0   598.8   160.7   203.2   213.7   320.1   409.0   474.9   534.5   619.5   732.4   949.3  1493.7  8037.7 30773.6  61787.0    61798
read      384.2   241.4   160.7   212.3   227.1   366.6   430.1   460.3   480.4   502.7   531.4   573.3   685.7  3793.8  9257.5  12237.2    12253
read      403.5   267.8   160.7   210.2   224.3   362.5   444.5   494.6   530.8   572.4   622.4   697.8   922.3  2459.6  8657.4  25715.2    25710
read      369.5   399.0   160.7   209.6   221.8   306.4   365.4   404.2   438.0   481.7   543.0   654.7  1239.1  4533.2 11072.9  80015.2    79937
read      373.2   278.0   173.5   237.1   260.2   357.4   388.1   404.1   419.4   435.0   461.4   503.4   617.9  4282.9  9977.9   7270.3     7271
read      316.4   144.1   148.8   205.9   218.3   289.2   334.6   363.6   386.1   414.3   452.3   505.0   617.2  1108.5  6129.5  85525.0    85861
read      310.7   317.5   148.8   204.8   216.2   284.1   326.8   354.3   374.6   401.3   436.5   490.0   590.3  1177.8  6735.0  91567.3    91467
read      319.7   183.4   160.7   204.5   215.4   286.7   335.9   368.7   395.0   428.4   469.7   524.0   624.9  1306.5  8769.6  71984.0    72217
read      348.1   198.5   148.8   206.3   218.8   312.2   391.6   431.4   455.9   481.4   509.1   548.9   652.8  1798.3  7925.7  31107.3    31080
read      315.6   181.2   148.8   203.7   213.9   284.1   331.4   362.6   387.3   418.7   459.7   513.3   620.4  1439.4  7669.7  76870.0    76878
read      314.8   158.7   160.7   204.4   215.1   286.0   332.2   361.6   384.5   413.6   452.3   505.4   617.2  1190.9  7594.4  84474.0    84584
read      377.7   242.7   160.7   222.7   238.4   372.6   414.3   434.9   451.0   467.6   493.9   536.9   649.6  3700.4 11405.5  12499.5    12492
read      336.1   201.6   160.7   207.3   219.8   302.7   360.3   396.4   424.6   457.6   496.1   545.9   656.5  1308.3  5771.5  57223.3    57106
read      302.0   156.8   148.8   202.5   211.8   276.2   318.1   344.2   364.8   390.2   424.1   472.5   571.4   996.9  8033.4  96053.5    96245
read      366.2   336.9   160.7   235.5   258.0   347.1   373.2   389.1   399.2   413.9   433.5   474.9   603.1  7029.2 13912.1   6786.0     6791
read      304.1   144.0   148.8   202.7   211.9   276.7   319.4   346.6   368.9   396.2   431.8   483.0   581.9  1215.1  5267.5  90521.7    90728
read      360.1   343.8   173.5   242.0   265.4   336.4   359.3   371.4   382.6   396.4   417.0   462.2   599.7  5972.8 12245.4   5170.3     5151
read      314.5   152.8   160.7   204.3   214.9   286.0   331.7   361.4   384.5   413.2   450.8   502.5   611.4  1283.9  5687.1  82777.8    82969
read      340.8   193.1   148.8   205.4   217.1   302.3   372.3   416.2   445.5   475.7   508.7   554.3   657.4  1686.7  9101.4  42627.0    42635
read      306.1   142.7   148.8   203.6   213.7   282.5   325.5   351.4   370.8   395.1   427.5   475.8   575.6  1005.1  6638.3  99334.0    99337
read      307.5   157.6   148.8   203.3   213.3   281.8   324.7   351.5   371.8   398.0   432.4   484.3   586.8  1138.1  6968.4  95155.3    95192
read      320.7   153.3   148.8   204.4   215.4   289.4   340.1   373.3   399.8   432.7   473.0   523.8   619.8  1176.8  6137.1  69027.2    69200
read      333.3   200.3   160.7   204.1   215.1   296.2   358.8   400.4   430.5   463.4   499.4   544.8   641.8  1232.6  9787.5  49569.8    49459
read      348.7   209.2   160.7   205.7   218.3   316.3   395.3   430.6   453.0   476.5   503.9   544.1   637.6  2584.0  9714.5  28969.3    29055
read      320.9   183.2   148.8   203.0   213.2   287.5   340.7   375.4   402.9   435.9   475.8   526.8   621.6  1200.9  7877.6  64337.8    64324
read      357.4   339.5   173.5   238.1   261.6   336.2   360.7   373.4   385.7   398.7   420.3   462.8   580.5  5047.1 12505.0   5715.7     5705
read      308.9   150.6   148.8   202.4   211.8   281.7   327.1   355.5   377.1   404.2   441.8   495.2   593.0  1054.0  7580.1  84608.2    84816
read      353.0   193.5   160.7   207.6   220.6   330.8   402.4   432.6   452.3   472.3   499.3   539.1   627.9  3193.3  7218.2  23798.0    23714
read      317.5   151.4   160.7   203.3   213.8   288.1   336.4   367.4   392.3   422.9   461.7   512.1   620.3  1662.8  5254.1  24635.7    74116

Total QPS = 51884.8 (41507804 / 800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 10252427588 bytes :   12.2 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.95%,48.00%,100.00%
