time,core
0,1
11.438040018081665,1
11.438040018081665,2
13.480289936065674,2
13.480289936065674,1
14.577871084213257,1
14.577871084213257,2
16.611573934555054,2
16.611573934555054,1
17.69873285293579,1
17.69873285293579,2
19.740304946899414,2
19.740304946899414,1
20.86101508140564,1
20.86101508140564,2
22.89298391342163,2
22.89298391342163,1
29.32551097869873,1
29.32551097869873,2
35.37943696975708,2
35.37943696975708,1
113.06927585601807,1
113.06927585601807,2
115.11029696464539,2
115.11029696464539,1
116.2010989189148,1
116.2010989189148,2
120.2510359287262,2
120.2510359287262,1
121.34803605079651,1
121.34803605079651,2
123.3840880393982,2
123.3840880393982,1
124.47994494438171,1
124.47994494438171,2
126.52354788780212,2
126.52354788780212,1
161.89761590957642,1
161.89761590957642,2
173.9878659248352,2
173.9878659248352,1
175.08904194831848,1
175.08904194831848,2
177.1279320716858,2
177.1279320716858,1
178.21205306053162,1
178.21205306053162,2
180.24366688728333,2
180.24366688728333,1
203.54304003715515,1
203.54304003715515,2
209.60078191757202,2
209.60078191757202,1
212.7101788520813,1
212.7101788520813,2
214.73925304412842,2
214.73925304412842,1
230.32104897499084,1
230.32104897499084,2
232.34712386131287,2
232.34712386131287,1
239.475359916687,1
239.475359916687,2
241.51245403289795,2
241.51245403289795,1
242.59416604042053,1
242.59416604042053,2
256.67324590682983,2
256.67324590682983,1
269.862900018692,1
269.862900018692,2
281.93149399757385,2
281.93149399757385,1
287.06453800201416,1
287.06453800201416,2
289.0975720882416,2
289.0975720882416,1
290.18874502182007,1
290.18874502182007,2
294.2328028678894,2
294.2328028678894,1
295.3243639469147,1
295.3243639469147,2
299.3643898963928,2
299.3643898963928,1
336.4379189014435,1
336.4379189014435,2
340.48563408851624,2
340.48563408851624,1
341.59690499305725,1
341.59690499305725,2
347.6437449455261,2
347.6437449455261,1
348.7601590156555,1
348.7601590156555,2
350.79368591308594,2
350.79368591308594,1
351.8842890262604,1
351.8842890262604,2
353.9124150276184,2
353.9124150276184,1
359.02730798721313,1
359.02730798721313,2
365.0769670009613,2
365.0769670009613,1
366.1821689605713,1
366.1821689605713,2
370.22184205055237,2
370.22184205055237,1
407.5467200279236,1
407.5467200279236,2
413.5915138721466,2
413.5915138721466,1
425.66331791877747,1
425.66331791877747,2
427.69513297080994,2
427.69513297080994,1
428.78428196907043,1
428.78428196907043,2
430.81207489967346,2
430.81207489967346,1
436.9401159286499,1
436.9401159286499,2
440.9865069389343,2
440.9865069389343,1
442.07941198349,1
442.07941198349,2
444.10775804519653,2
444.10775804519653,1
455.26346588134766,1
455.26346588134766,2
457.29802203178406,2
457.29802203178406,1
458.40026807785034,1
458.40026807785034,2
460.4364869594574,2
460.4364869594574,1
461.53378796577454,1
461.53378796577454,2
467.5721900463104,2
467.5721900463104,1
490.74980306625366,1
490.74980306625366,2
496.78733587265015,2
496.78733587265015,1
506.9323019981384,1
506.9323019981384,2
508.9552209377289,2
508.9552209377289,1
521.1147480010986,1
521.1147480010986,2
527.1601529121399,2
527.1601529121399,1
545.0526850223541,1
545.0526850223541,2
551.092139005661,2
551.092139005661,1
569.2991759777069,1
569.2991759777069,2
571.3317160606384,2
571.3317160606384,1
572.424262046814,1
572.424262046814,2
574.4471700191498,2
574.4471700191498,1
587.6126339435577,1
587.6126339435577,2
589.6442799568176,2
589.6442799568176,1
590.7365319728851,1
590.7365319728851,2
592.7587358951569,2
592.7587358951569,1
605.9239089488983,1
605.9239089488983,2
611.967561006546,2
611.967561006546,1
617.0750079154968,1
617.0750079154968,2
623.1194450855255,2
623.1194450855255,1
630.2548539638519,1
630.2548539638519,2
632.2840709686279,2
632.2840709686279,1
646.7613990306854,1
646.7613990306854,2
681.4724628925323,2
761.5066599845886,2
