canneal,radix,ferret,freqmine,vips,blackscholes,dedup
0.0,0.26888489723205566,26.222112894058228,229.27547192573547,317.8387460708618,488.68154191970825,639.1029889583588
11.406377077102661,24.935914993286133,227.87453293800354,637.8137378692627,336.2391788959503,490.72176003456116,681.314826965332
13.516479969024658,,,,340.5311379432678,496.82045102119446,
14.553237915039062,,,,341.5743989944458,506.91038489341736,
16.638139963150024,,,,347.6858868598938,508.98887300491333,
17.674344062805176,,,,348.7373778820038,521.0936899185181,
19.7952880859375,,,,350.8318729400635,527.8864798545837,
20.83443307876587,,,,351.86203789711,545.0253829956055,
22.91610097885132,,,,353.9454560279846,551.1330580711365,
29.295630931854248,,,,359.0020070075989,569.2738618850708,
35.41399788856506,,,,365.11680793762207,571.3781728744507,
113.03505492210388,,,,366.1576828956604,572.4042398929596,
115.14331388473511,,,,370.25764989852905,574.4845628738403,
116.17450094223022,,,,407.5191659927368,587.5864639282227,
120.2879569530487,,,,414.53795099258423,589.6817100048065,
121.32207107543945,,,,425.6375980377197,590.7134580612183,
123.41966605186462,,,,427.72780585289,592.7815229892731,
124.45404696464539,,,,428.7618169784546,605.9017660617828,
126.55522990226746,,,,430.84442806243896,611.997612953186,
161.86730194091797,,,,436.9142770767212,617.0486578941345,
174.0276439189911,,,,441.0191750526428,623.1574079990387,
175.0600290298462,,,,442.0520269870758,630.2263100147247,
177.1591398715973,,,,444.1379179954529,632.3184440135956,
178.1898810863495,,,,455.24108600616455,646.6337559223175,
180.27448797225952,,,,457.3458020687103,,
203.5117690563202,,,,458.3782958984375,,
209.6340959072113,,,,460.47331285476685,,
212.68646788597107,,,,461.50947308540344,,
214.76661896705627,,,,467.60988187789917,,
230.2988419532776,,,,487.0783500671387,,
232.37443208694458,,,,,,
239.44531989097595,,,,,,
241.5385389328003,,,,,,
242.57006096839905,,,,,,
256.7059919834137,,,,,,
269.83143496513367,,,,,,
281.9662308692932,,,,,,
287.0390188694,,,,,,
289.1343388557434,,,,,,
290.1671049594879,,,,,,
294.26278805732727,,,,,,
295.30199694633484,,,,,,
299.39569187164307,,,,,,
316.5078160762787,,,,,,
