Random waveform, supplied seed
Total number of intervals = 134 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116)
Average QPS expected = 52006
Timestamp start: 1684454673350
Timestamp end: 1684455473764

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      454.1   921.6   160.7   214.7   229.0   390.2   462.7   496.2   518.3   542.5   574.8   625.8  1399.0 14086.2 31904.0  11865.3    11822
read      390.5   581.3   148.8   206.0   217.8   291.1   337.5   372.9   407.0   460.4   556.4   930.2  1806.9  8442.1 19760.3  97401.7    97494
read      313.4   478.8   148.8   203.7   213.1   273.4   311.5   335.9   355.3   380.6   417.1   471.8   594.4  4598.5 19680.7  97614.5    97350
read      411.3   667.4   148.8   204.0   214.3   310.3   390.9   445.3   488.7   545.4   631.0   791.4  1488.5  8437.3 30550.8  55336.5    55460
read      359.6   556.5   148.8   205.0   215.6   287.6   338.7   374.2   404.3   446.3   505.5   645.6  1226.4  7413.7 20055.7  86158.8    85984
read      347.4   510.0   148.8   203.9   213.3   278.3   325.3   360.3   389.9   429.6   484.1   590.8  1218.3  6844.4 18481.6  81959.0    82043
read      397.8   528.7   160.7   204.5   215.3   318.5   399.1   452.7   495.3   550.1   630.3   752.9  1121.1  7364.7 20693.0  52932.3    52873
read      430.4   887.9   160.7   207.4   219.6   360.5   439.8   477.1   500.4   526.6   557.2   607.0  1520.8 10658.5 36755.0  13938.2    13911
read      417.5   486.0   160.7   205.7   217.4   339.0   424.4   482.4   534.7   599.9   676.6   799.9  1209.4  6211.2 20854.7  49842.7    49984
read      432.6   847.0   160.7   215.0   229.5   364.5   421.9   451.1   469.6   493.4   523.1   577.8  2124.9  9801.2 35337.3   9248.5     9274
read      432.2   726.4   160.7   205.2   216.9   346.5   431.4   489.2   531.9   576.8   626.4   701.9  1494.6 11071.4 31783.9  27169.7    27187
read      440.7   786.3   160.7   206.4   218.6   352.4   448.0   497.6   527.8   559.1   594.4   658.4  2570.8  6596.9 32233.5  18764.3    18735
read      377.9   676.6   160.7   205.0   215.8   290.6   344.8   385.0   419.1   463.1   532.9   707.9  1306.6 15076.6 24305.1  86587.5    86505
read      370.5   613.9   148.8   205.9   217.1   285.9   328.5   358.8   386.0   425.6   487.8   694.4  1588.2 10456.8 19518.9  92753.5    93039
read      360.4   506.2   160.7   204.6   214.9   288.1   343.2   383.7   418.1   462.8   525.4   659.7  1216.0  6404.8 19424.1  75784.5    75999
read      410.5   758.4   160.7   204.8   215.8   332.5   415.5   464.7   501.2   547.1   608.4   689.0  1041.5  8947.6 31922.1  32497.8    32324
read      332.5   466.8   148.8   203.4   212.9   279.1   323.8   353.9   378.1   411.9   459.7   536.6   953.3  5343.4 17114.7  84448.0    84255
read      339.8   529.7   148.8   203.2   212.6   279.2   324.3   356.2   382.8   419.1   468.8   554.1  1122.7  6144.6 18967.7  81911.3    81759
read      411.0   469.8   160.7   204.2   215.5   344.3   425.8   481.6   528.5   583.0   641.0   727.2  1085.7  6542.4 18854.6  37250.0    37291
read      450.4   794.5   160.7   204.3   215.4   338.7   427.2   489.9   544.3   615.2   702.5   865.3  1643.5 12074.3 30808.2  53743.2    53818
read      412.9   551.9   160.7   204.7   216.2   347.6   430.8   488.6   533.3   581.8   633.0   702.6   969.8  7035.6 28668.6  30312.0    30297
read      422.2   710.0   160.7   204.0   215.2   344.5   425.0   479.8   525.0   574.6   627.4   697.7  1051.7 10116.8 31196.2  31472.5    31569
read      413.3   514.7   160.7   205.2   217.2   346.2   430.7   485.3   531.8   587.1   648.3   737.6  1067.4  5697.5 28405.2  38942.5    38927
read      421.7   817.2   160.7   211.2   225.6   360.2   421.7   452.1   471.0   494.3   522.4   569.5  1438.6  9781.5 31966.3  10667.0    10652
read      368.8   612.9   148.8   204.0   214.2   278.8   319.4   348.1   375.3   418.1   485.8   762.1  1616.8 10568.6 20004.0  98025.3    98119
read      405.6   543.1   160.7   204.0   214.4   320.4   404.7   459.5   501.4   558.0   639.0   768.7  1249.6  7348.9 25922.8  48081.5    48176
read      416.4   603.2   160.7   204.1   215.4   346.1   426.0   480.6   527.3   579.0   634.8   714.3  1029.8  7414.6 30929.3  34860.8    34929
read      365.6   473.4   148.8   205.0   215.4   293.5   355.8   399.2   434.5   479.1   545.1   689.9  1170.1  4664.0 17380.0  69472.5    69735
read      422.8   689.4   160.7   207.8   220.3   353.0   441.6   492.6   526.3   562.3   602.4   663.0  1112.0  9519.6 31480.1  20668.2    20753
read      351.6   478.7   160.7   205.5   216.3   288.5   340.1   375.5   404.6   444.0   499.0   613.5  1075.7  5355.2 17160.7  84393.7    84642
read      397.0   445.0   160.7   206.2   217.9   325.1   409.8   461.9   500.4   549.0   618.9   729.7  1097.9  5299.7 16608.2  42339.2    42333
read      422.6   627.7   160.7   204.8   216.2   331.0   414.4   469.5   519.9   587.1   673.4   824.9  1290.5  7510.3 29666.0  61677.5    61587
read      351.3   453.5   148.8   204.1   214.1   286.6   341.2   380.1   412.7   455.8   514.7   639.0  1086.0  4553.0 17136.4  77868.7    77998
read      383.5   706.4   160.7   207.1   219.2   290.5   336.9   369.4   397.5   436.5   501.2   723.7  1642.1 15166.9 23789.4  97436.8    97625
read      397.6   512.3   160.7   205.0   216.3   339.8   423.2   470.9   505.9   545.9   592.3   657.6   879.0  6338.7 26527.8  23806.2    23781
read      410.4   562.0   148.8   202.7   212.7   317.5   397.7   452.6   501.2   570.6   667.1   857.4  1365.6  7525.9 24859.7  66681.7    66723
read      419.6   716.7   160.7   204.1   215.1   341.5   422.0   478.4   523.8   571.8   623.3   690.7  1018.7 10054.3 31786.2  31097.8    31016
read      418.0   510.4   160.7   204.1   215.2   338.6   425.3   483.4   534.0   595.3   668.1   783.6  1245.6  6435.1 18896.3  47341.0    47394
read      323.0   477.5   160.7   202.0   210.6   268.6   306.2   332.5   354.9   386.6   432.8   506.4  1056.4  5782.8 17506.1  95303.0    95335
read      414.1  1068.2   173.5   228.2   253.7   341.8   373.2   393.7   408.0   427.9   453.8   498.7  1528.1 18429.3 32395.2   5296.7     5252
read      395.2   476.2   160.7   204.0   214.3   306.4   384.3   439.1   485.7   550.9   646.1   831.2  1288.0  4571.0 18284.4  65799.0    65908
read      428.5   864.4   160.7   206.0   217.9   352.7   434.1   477.7   506.3   538.1   575.6   630.1  1338.5 10782.5 32303.2  16865.0    16889
read      419.2   564.9   160.7   204.1   215.0   341.7   428.4   486.1   535.8   598.4   672.3   789.2  1183.5  6142.8 28289.6  42880.3    42912
read      379.5   643.8   160.7   206.8   218.8   290.1   330.6   357.9   381.2   414.8   467.9   665.2  1695.8 12608.1 20173.2  99663.8    99898
read      400.0   408.6   160.7   204.5   215.9   339.6   426.3   479.3   516.9   560.0   609.1   677.3   924.2  5899.2 15619.4  26433.3    26385
read      427.2   737.5   160.7   203.9   215.1   345.5   436.0   491.5   528.6   567.6   610.7   674.7  1174.1 10282.0 31905.8  22656.3    22616
read      432.4   664.9   160.7   203.9   214.4   330.7   420.0   479.2   531.4   602.7   700.5   885.3  1386.6  8732.0 30951.3  50537.0    50605
read      368.4   597.7   160.7   203.5   213.2   281.3   320.7   346.0   369.9   405.0   464.7   664.2  1650.6  8241.0 20000.1  90270.0    90283
read      397.0   511.2   160.7   203.6   214.5   339.7   420.3   470.6   507.2   550.4   602.7   669.9   891.8  5777.3 27090.4  26281.2    26273
read      410.8   381.5   160.7   203.6   214.4   336.7   424.5   484.5   537.1   605.3   683.6   809.1  1155.7  4643.2 15685.5  48498.0    48521
read      421.4   676.1   160.7   203.6   214.6   346.7   428.6   485.6   532.4   584.8   640.0   727.9  1077.2  7915.0 32477.1  33953.0    34058
read      348.4   402.2   148.8   202.8   212.0   284.7   340.2   380.5   414.3   458.5   518.7   640.1  1068.8  4275.7 16348.2  75568.7    75648
read      412.9   724.4   160.7   203.5   214.2   342.5   431.0   482.5   515.9   549.1   588.5   641.5   931.5  9001.8 31798.3  19563.8    19482
read      399.0   581.9   160.7   203.7   214.4   348.4   429.1   470.2   495.5   522.4   552.0   599.4   905.3  5890.3 31306.5  15054.7    15054
read      371.0   496.1   148.8   203.1   212.7   287.9   344.1   386.6   422.7   469.3   544.8   730.5  1408.5  6348.0 16925.2  75636.2    75754
read      410.0   824.0   173.5   227.3   251.4   337.2   367.5   386.2   400.0   419.4   445.2   499.2  2517.1 10199.8 32475.6   5201.7     5187
read      422.0   674.4   160.7   205.8   218.2   353.1   438.7   489.2   521.8   555.3   595.0   655.6  1024.1  7812.5 31306.9  17667.2    17656
read      413.1   693.8   148.8   204.8   215.7   287.8   325.7   353.2   381.7   431.4   542.1  1387.4  1784.1 15143.0 19822.4  96088.7    96343
read      392.5   479.2   160.7   203.6   214.2   325.5   410.3   460.0   497.6   544.4   607.9   703.7  1000.3  6321.0 19613.9  36777.0    36665
read      335.0   588.1   160.7   202.9   212.0   278.5   322.7   352.8   377.0   410.3   457.1   537.4  1034.5  6082.9 19212.7  85236.2    85269
read      401.5   485.7   160.7   204.1   215.0   340.5   422.4   473.1   513.6   564.7   623.3   701.4   938.2  5703.6 16774.2  31610.0    31525
read      393.6   507.0   148.8   202.9   212.8   303.3   379.4   432.8   475.7   534.6   625.8   801.2  1332.8  5525.9 17566.8  61907.2    61798
read      434.8   886.7   160.7   208.2   221.5   366.7   437.4   469.1   491.5   516.1   547.8   607.3  2023.1 10000.1 36607.3  12274.5    12253
read      411.7   335.0   160.7   207.6   220.6   361.9   447.9   506.0   550.3   598.9   650.2   725.2   918.0  4273.0 15564.1  25622.7    25710
read      368.9   491.9   148.8   207.8   219.8   297.6   355.0   394.3   427.3   469.9   537.0   673.2  1163.7  6093.0 17130.7  79935.5    79937
read      382.9   414.7   173.5   231.1   252.3   355.6   389.9   409.3   425.0   443.1   468.0   512.4   651.2  5534.7 15476.5   7195.2     7271
read      354.9   513.4   148.8   206.9   218.7   292.5   344.1   379.3   408.5   448.6   504.3   609.7   960.5  6967.5 19019.0  85574.7    85861
read      385.2   740.3   160.7   210.9   223.3   306.0   359.7   394.9   423.9   462.2   519.1   630.4  1026.6 15310.5 29475.9  91451.0    91467
read      362.8   405.7   148.8   208.1   220.0   297.9   356.0   396.3   430.5   473.9   535.5   649.7  1086.4  4614.6 16217.4  72075.5    72217
read      344.1   292.2   148.8   203.2   213.8   298.7   379.7   422.5   447.7   472.3   501.8   544.2   667.7  3699.8 13199.6  31044.7    31080
read      301.0   199.6   148.8   198.2   208.2   270.6   313.2   341.4   364.4   393.8   432.8   484.4   577.2  1058.5  9254.7  76760.0    76878
read      300.3   271.4   148.8   198.5   208.4   268.6   308.7   335.6   357.2   385.1   423.1   474.1   573.6  1597.5 15721.2  84501.0    84584
read      369.0   404.5   160.7   213.7   228.1   353.6   396.7   418.3   432.5   450.8   470.9   508.6   622.0  5113.0 16193.0  12521.2    12492
read      313.7   221.2   148.8   198.4   208.7   277.8   329.7   364.2   392.2   426.0   463.0   509.0   608.9  1260.9 10755.8  57094.8    57106
read      305.1   387.4   148.8   201.9   211.6   272.3   310.4   334.9   353.9   377.7   411.1   460.8   551.8  2462.1 16258.3  96425.5    96245
read      369.8   356.0   160.7   235.2   259.5   345.3   373.3   390.8   402.1   419.5   440.3   481.8   612.8  6892.2 12182.4   6777.3     6791
read      302.6   302.0   148.8   200.7   210.5   272.4   311.8   337.3   357.6   383.3   418.5   467.4   564.1  1425.9 15912.2  90637.3    90728
read      368.0   392.8   160.7   240.2   266.2   335.6   360.0   373.2   386.4   400.6   425.7   473.5   629.8  7100.2 12245.2   5171.7     5151
read      304.5   290.3   148.8   200.0   209.6   272.5   314.3   341.3   363.3   391.0   427.8   478.1   578.7  1413.2 15705.9  82746.0    82969
read      333.8   286.9   148.8   203.1   213.3   290.2   353.9   400.5   432.5   464.0   497.7   542.7   636.6  2440.8 15598.2  42657.5    42635
read      304.7   390.6   148.8   201.5   210.7   272.2   311.3   335.5   354.1   377.5   409.6   458.6   552.4  2630.2 16245.9  99056.2    99337
read      309.0   405.8   148.8   202.2   211.3   273.2   313.1   338.6   358.8   384.4   419.5   469.9   581.5  4156.5 16692.4  95088.3    95192
read      311.8   242.3   148.8   200.6   210.5   277.1   324.0   355.9   381.3   414.3   455.1   506.2   612.8  1360.7 14456.8  69241.7    69200
read      324.4   230.0   148.8   201.8   211.4   284.0   341.0   380.7   412.9   447.8   484.7   533.3   636.2  2090.8 10941.6  49671.2    49459
read      345.6   246.5   160.7   204.5   216.3   305.1   388.7   429.6   452.8   475.9   502.9   542.5   631.8  3983.8 10493.0  29024.8    29055
read      317.9   197.5   160.7   203.4   213.6   284.6   334.1   366.9   393.7   427.8   467.4   516.1   617.8  1173.3  8522.9  64106.7    64324
read      373.5   489.9   173.5   234.4   258.8   336.8   362.4   376.5   389.6   402.6   427.4   475.2   632.5  8412.6 14280.5   5676.7     5705
read      304.2   292.0   160.7   200.7   210.2   273.1   314.8   341.5   363.0   390.2   426.6   476.8   577.3  1198.4 15928.5  84722.5    84816
read      353.9   270.5   148.8   207.1   219.9   321.2   402.3   435.6   455.5   476.3   501.9   541.8   636.3  4282.5 12460.0  23734.0    23714
read      316.9   275.5   160.7   204.7   215.4   283.8   329.5   359.6   383.3   414.2   454.1   506.0   615.9  1289.7 15979.4  24768.3    74116

Total QPS = 51874.4 (41499488 / 800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 10250373289 bytes :   12.2 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.94%,48.76%,100.00%
