time,p95,qps
0,0.5458,7479.3
3.789722250816517,0.873,67193.0
9.807872627014504,0.6721,86222.0
15.826023003212491,0.9141,63976.2
21.844173379410478,0.7551,31670.3
27.862323755608465,0.5819,88114.5
33.88047413180645,0.5307000000000001,7305.5
39.89862450800444,0.9836,62062.8
45.916774884202425,0.5233,6560.3
51.93492526040041,0.7067,22466.2
57.9530756365984,0.9394,60784.5
63.971226012796386,0.9322,58968.7
69.98937638899437,0.963,60105.5
76.00752676519235,0.6856,22963.0
82.02567714139033,0.5552999999999999,8154.2
88.04382751758831,0.7656000000000001,27666.0
94.06197789378629,0.7597999999999999,37632.8
100.08012826998427,0.7035,24394.3
106.09827864618225,0.7706000000000001,33797.3
112.11642902238023,0.7516,84925.5
118.13457939857821,0.6192000000000001,85590.5
124.15272977477619,0.785,52036.7
130.17088015097417,0.7693,34485.5
136.18903052717215,0.7477999999999999,28737.7
142.20718090337013,0.8386,38243.0
148.2253312795681,0.6755,20613.5
154.2434816557661,0.6235,13870.8
160.26163203196407,0.7382000000000001,93267.5
166.27978240816205,0.48360000000000003,98300.2
172.29793278436003,0.7086,71390.0
178.316083160558,0.7462000000000001,41969.3
184.334233536756,0.8705,46332.7
190.35238391295397,0.7649,30716.3
196.37053428915195,0.8301000000000001,42855.5
202.38868466534993,1.0823,93527.7
208.4068350415479,0.7978999999999999,65789.5
214.4249854177459,0.726,29650.7
220.44313579394387,0.8925,51286.3
226.46128617014185,0.8358,67275.2
232.47943654633983,0.6931,16225.7
238.4975869225378,0.7742,81359.3
244.5157372987358,0.5112,87640.3
250.53388767493377,0.4808,99056.5
256.5520380511318,0.8388,51262.5
262.57018842732975,0.6257999999999999,11865.3
268.58833880352773,0.9302,97401.7
274.6064891797257,0.4718,97614.5
280.6246395559237,0.7914,55336.5
286.6427899321217,0.6456000000000001,86158.8
292.66094030831965,0.5908,81959.0
298.67909068451763,0.7529,52932.3
304.6972410607156,0.607,13938.2
310.7153914369136,0.7998999999999999,49842.7
316.7335418131116,0.5778,9248.5
322.75169218930955,0.7019,27169.7
328.76984256550753,0.6584,18764.3
334.7879929417055,0.7079,86587.5
340.8061433179035,0.6944,92753.5
346.82429369410147,0.6597000000000001,75784.5
352.84244407029945,0.689,32497.8
358.86059444649743,0.5366000000000001,84448.0
364.8787448226954,0.5541,81911.3
370.8968951988934,0.7272000000000001,37250.0
376.91504557509137,0.8653,53743.2
382.93319595128935,0.7026,30312.0
388.95134632748733,0.6977000000000001,31472.5
394.9694967036853,0.7376,38942.5
400.9876470798833,0.5695,10667.0
407.00579745608127,0.7621,98025.3
413.02394783227925,0.7687,48081.5
419.0420982084772,0.7142999999999999,34860.8
425.0602485846752,0.6899,69472.5
431.0783989608732,0.663,20668.2
437.09654933707117,0.6135,84393.7
443.11469971326915,0.7297,42339.2
449.1328500894671,0.8249,61677.5
455.1510004656651,0.639,77868.7
461.1691508418631,0.7237,97436.8
467.18730121806107,0.6576000000000001,23806.2
473.20545159425905,0.8573999999999999,66681.7
479.223601970457,0.6907000000000001,31097.8
485.241752346655,0.7836000000000001,47341.0
491.259902722853,0.5064,95303.0
497.27805309905096,0.4987,5296.7
503.29620347524894,0.8312,65799.0
509.3143538514469,0.6301,16865.0
515.3325042276449,0.7892,42880.3
521.3506546038429,0.6652,99663.8
527.368804980041,0.6772999999999999,26433.3
533.386955356239,0.6747000000000001,22656.3
539.405105732437,0.8853,50537.0
545.4232561086351,0.6642,90270.0
551.4414064848331,0.6698999999999999,26281.2
557.4595568610312,0.8091,48498.0
563.4777072372292,0.7279,33953.0
569.4958576134272,0.6401,75568.7
575.5140079896253,0.6415,19563.8
581.5321583658233,0.5993999999999999,15054.7
587.5503087420213,0.7305,75636.2
593.5684591182194,0.4992,5201.7
599.5866094944174,0.6556000000000001,17667.2
605.6047598706155,1.3874000000000002,96088.7
611.6229102468135,0.7037,36777.0
617.6410606230115,0.5374,85236.2
623.6592109992096,0.7014,31610.0
629.6773613754076,0.8012,61907.2
635.6955117516056,0.6073,12274.5
641.7136621278037,0.7252000000000001,25622.7
647.7318125040017,0.6732,79935.5
653.7499628801997,0.5124,7195.2
659.7681132563978,0.6097,85574.7
665.7862636325958,0.6304,91451.0
671.8044140087939,0.6497,72075.5
677.8225643849919,0.5442,31044.7
683.8407147611899,0.4844,76760.0
689.858865137388,0.4741,84501.0
695.877015513586,0.5086,12521.2
701.895165889784,0.509,57094.8
707.9133162659821,0.4608,96425.5
713.9314666421801,0.4818,6777.3
719.9496170183781,0.4674,90637.3
725.9677673945762,0.4735,5171.7
731.9859177707742,0.4781,82746.0
738.0040681469723,0.5427000000000001,42657.5
744.0222185231703,0.4586,99056.2
750.0403688993683,0.4699,95088.3
756.0585192755664,0.5062,69241.7
762.0766696517644,0.5333,49671.2
