time,core
0,1
13.411980152130127,1
13.411980152130127,2
15.454210996627808,2
15.454210996627808,1
16.5574049949646,1
16.5574049949646,2
24.6319420337677,2
24.6319420337677,1
25.714410066604614,1
25.714410066604614,2
27.761916160583496,2
27.761916160583496,1
29.181631088256836,1
29.181631088256836,2
31.22115707397461,2
31.22115707397461,1
36.36055898666382,1
36.36055898666382,2
38.39200305938721,2
38.39200305938721,1
47.56985807418823,1
47.56985807418823,2
49.611796140670776,2
49.611796140670776,1
50.72297406196594,1
50.72297406196594,2
52.77350306510925,2
52.77350306510925,1
53.876108169555664,1
53.876108169555664,2
55.925289154052734,2
55.925289154052734,1
188.0921230316162,1
188.0921230316162,2
190.13448405265808,2
190.13448405265808,1
191.28153920173645,1
191.28153920173645,2
193.3273320198059,2
193.3273320198059,1
194.43535208702087,1
194.43535208702087,2
196.47805500030518,2
196.47805500030518,1
197.59006905555725,1
197.59006905555725,2
199.63358211517334,2
199.63358211517334,1
200.72372603416443,1
200.72372603416443,2
202.76487708091736,2
202.76487708091736,1
203.87287306785583,1
203.87287306785583,2
205.91728806495667,2
205.91728806495667,1
207.012521982193,1
207.012521982193,2
209.0446422100067,2
209.0446422100067,1
268.34718799591064,1
268.34718799591064,2
270.3904321193695,2
270.3904321193695,1
271.4893081188202,1
271.4893081188202,2
273.52959513664246,2
273.52959513664246,1
274.61949610710144,1
274.61949610710144,2
288.7008969783783,2
288.7008969783783,1
289.8097231388092,1
289.8097231388092,2
291.84139013290405,2
291.84139013290405,1
292.9292800426483,1
292.9292800426483,2
294.9608850479126,2
294.9608850479126,1
296.0455369949341,1
296.0455369949341,2
298.0767140388489,2
298.0767140388489,1
337.44400119781494,1
337.44400119781494,2
341.48924708366394,2
341.48924708366394,1
342.57761120796204,1
342.57761120796204,2
344.61716508865356,2
344.61716508865356,1
345.7222239971161,1
345.7222239971161,2
347.75812911987305,2
347.75812911987305,1
378.07246112823486,1
378.07246112823486,2
380.1070601940155,2
380.1070601940155,1
386.23678398132324,1
386.23678398132324,2
388.2604331970215,2
388.2604331970215,1
398.4072630405426,1
398.4072630405426,2
400.4411060810089,2
400.4411060810089,1
401.5237910747528,1
401.5237910747528,2
403.5568940639496,2
403.5568940639496,1
404.6348650455475,1
404.6348650455475,2
406.67771100997925,2
406.67771100997925,1
407.76214718818665,1
407.76214718818665,2
409.79790711402893,2
409.79790711402893,1
410.90182614326477,1
410.90182614326477,2
412.93773007392883,2
412.93773007392883,1
414.026691198349,1
414.026691198349,2
416.0665080547333,2
416.0665080547333,1
417.3736090660095,1
417.3736090660095,2
427.4448552131653,2
427.4448552131653,1
448.2498960494995,1
448.2498960494995,2
458.32568311691284,2
458.32568311691284,1
459.42230319976807,1
459.42230319976807,2
461.46647214889526,2
461.46647214889526,1
463.5647301673889,1
463.5647301673889,2
467.6085991859436,2
467.6085991859436,1
477.7814540863037,1
477.7814540863037,2
479.8173921108246,2
479.8173921108246,1
480.90547013282776,1
480.90547013282776,2
482.9383420944214,2
482.9383420944214,1
484.0256531238556,1
484.0256531238556,2
486.07317209243774,2
486.07317209243774,1
487.1893119812012,1
487.1893119812012,2
489.2258951663971,2
489.2258951663971,1
490.3158051967621,1
490.3158051967621,2
492.3546550273895,2
492.3546550273895,1
493.4532821178436,1
493.4532821178436,2
495.4927852153778,2
495.4927852153778,1
496.6052761077881,1
496.6052761077881,2
498.6331250667572,2
498.6331250667572,1
558.0924692153931,1
558.0924692153931,2
560.1296591758728,2
560.1296591758728,1
561.2352511882782,1
561.2352511882782,2
565.2774691581726,2
565.2774691581726,1
566.373044013977,1
566.373044013977,2
568.4064271450043,2
568.4064271450043,1
569.506156206131,1
569.506156206131,2
571.541100025177,2
571.541100025177,1
572.6252491474152,1
572.6252491474152,2
576.6694450378418,2
576.6694450378418,1
577.7645320892334,1
577.7645320892334,2
579.798317193985,2
579.798317193985,1
580.9143509864807,1
580.9143509864807,2
582.949273109436,2
582.949273109436,1
584.0354280471802,1
584.0354280471802,2
586.0653431415558,2
586.0653431415558,1
597.6419830322266,1
597.6419830322266,2
599.6774961948395,2
599.6774961948395,1
600.7895741462708,1
600.7895741462708,2
602.825700044632,2
602.825700044632,1
603.944818019867,1
603.944818019867,2
605.9824151992798,2
605.9824151992798,1
607.1117920875549,1
607.1117920875549,2
609.1484651565552,2
609.1484651565552,1
610.2695391178131,1
610.2695391178131,2
612.3064830303192,2
612.3064830303192,1
613.429710149765,1
613.429710149765,2
615.4681661128998,2
615.4681661128998,1
616.5789930820465,1
616.5789930820465,2
618.6103382110596,2
618.6103382110596,1
648.6701819896698,1
648.6701819896698,2
649.9507510662079,2
730.0177161693573,2
