Random waveform, supplied seed
Total number of intervals = 80 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723)
Average QPS expected = 52361
Timestamp start: 1684425771175
Timestamp end: 1684426571551

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      365.2   299.6   148.8   207.8   220.2   299.0   354.9   394.0   427.6   473.3   541.2   710.9  1363.6  2486.0  9998.9  87709.2    87619
read      324.2   281.6   160.7   204.4   214.3   278.5   318.8   346.4   370.5   402.3   449.8   524.8  1091.5  2840.0  9803.5  99307.4    99068
read      427.6   517.8   148.8   205.4   217.4   338.5   436.0   499.3   549.2   618.7   705.6   859.7  1337.4  6065.5 26104.5  51340.2    51267
read      427.2   776.5   160.7   208.4   222.7   373.7   439.4   470.7   491.4   513.1   542.2   588.5  1079.1 11488.8 32360.6  11814.9    11822
read      373.2   368.6   148.8   206.4   218.4   296.6   343.2   372.3   397.4   432.3   489.3   719.8  1669.5  2929.0  9864.5  97552.3    97494
read      408.1   412.0   148.8   205.6   217.5   297.2   342.2   374.0   409.5   470.5   616.5  1373.0  1744.4  3010.5 10979.0  97430.7    97350
read      420.3   442.7   148.8   203.9   215.5   331.2   427.2   490.9   542.0   611.9   703.9   868.1  1306.7  5374.7 16750.4  55524.2    55460
read      353.1   288.3   148.8   203.1   213.1   288.8   344.9   386.2   421.1   467.1   531.0   671.0  1272.1  2642.7  9307.4  85908.2    85984
read      362.4   293.2   160.7   205.8   217.4   297.2   356.6   398.4   433.8   480.7   544.7   705.5  1270.7  2288.2  9197.7  82089.9    82043
read      408.9   401.3   160.7   204.4   215.8   327.2   422.6   484.4   531.0   592.2   677.7   818.1  1228.7  4360.0 14116.2  52850.2    52873
read      426.5   730.2   160.7   205.3   217.9   373.4   446.8   482.8   504.4   529.2   558.0   605.6  1221.4 10330.0 32395.0  13911.8    13911
read      427.9   502.9   160.7   204.7   216.5   345.2   442.7   505.6   557.9   624.3   701.3   834.8  1231.3  6143.4 25986.0  49838.1    49984
read      427.8   814.9   160.7   215.1   231.3   366.5   420.1   447.3   464.9   486.5   511.7   554.3  1932.0 10380.5 33545.0   9253.8     9274
read      442.9   635.3   160.7   205.2   218.9   370.7   462.1   519.8   561.7   608.4   662.0   742.9  1114.0  8414.4 30731.3  27162.9    27187
read      423.6   585.6   160.7   204.9   218.0   372.7   462.3   508.4   538.1   570.0   606.5   659.1   888.2  7100.4 30584.2  18716.1    18735
read      380.4   332.9   148.8   205.1   216.8   299.6   356.3   397.7   435.2   487.5   565.2   832.6  1685.7  2975.9  9921.7  86543.1    86505
read      342.9   324.4   148.8   203.0   212.6   282.9   330.5   363.6   392.6   432.7   490.5   602.1  1404.4  2767.8 11037.5  92959.7    93039
read      349.9   269.6   160.7   202.9   212.4   287.0   345.9   392.4   430.3   477.2   537.0   664.9  1146.4  2237.6  8598.6  76121.6    75999
read      465.6   729.9   148.8   205.9   219.4   374.3   471.5   533.0   581.3   633.4   692.8   799.6  1570.3 10877.7 31353.7  32349.2    32324
read      371.2   323.8   160.7   205.5   216.9   295.6   352.8   396.5   434.2   484.6   555.6   776.4  1464.3  3023.6 10367.8  84341.0    84255
read      361.1   299.0   160.7   205.0   216.2   296.1   355.3   397.3   433.1   480.8   545.0   696.7  1239.6  2452.3  9182.8  81764.6    81759
read      420.2   444.1   160.7   205.0   217.4   355.7   451.2   505.4   546.7   599.7   667.3   763.4  1064.5  6166.4 12840.3  37287.9    37291
read      444.8   493.6   148.8   206.9   219.6   343.2   445.4   514.3   572.7   647.8   744.7   933.9  1494.8  5256.0 16049.8  53851.0    53818
read      439.5   558.1   160.7   205.4   218.7   371.7   465.4   524.5   569.6   619.1   675.0   759.2  1099.4  7728.8 30656.1  30284.0    30297
read      375.1   379.2   148.8   203.0   214.1   320.4   418.7   462.9   490.2   519.2   553.5   622.5   849.9  4136.7 15552.8  31500.4    31569
read      341.6   181.0   160.7   203.0   213.6   298.7   377.8   429.0   459.3   489.1   520.7   562.1   647.5  1254.3  7997.3  39000.8    38927
read      369.4   315.9   160.7   221.1   237.4   360.8   397.3   416.2   429.0   444.7   465.4   500.5   589.2  4067.4 13084.0  10674.4    10652
read      301.8   161.4   148.8   200.1   209.9   274.0   315.9   342.8   364.9   393.0   431.2   486.7   587.4   975.5  6401.3  98126.1    98119
read      336.5   210.0   148.8   201.3   211.8   292.6   358.2   410.6   447.9   483.9   520.1   565.0   656.3  2017.1  8537.3  48217.6    48176
read      346.5   192.2   148.8   202.5   213.2   302.6   392.3   441.3   469.1   495.8   525.6   565.9   651.2  1342.2  8096.1  34999.7    34929
read      322.9   172.5   148.8   204.1   214.9   287.6   338.1   373.4   403.4   442.0   486.7   538.5   636.7  1200.1  7276.9  69716.5    69735
read      366.3   238.8   148.8   212.7   226.3   351.7   420.3   448.0   465.4   485.7   507.9   543.7   626.7  3133.2 11093.7  20791.9    20753
read      308.2   171.7   148.8   199.9   209.9   275.8   320.4   351.0   376.2   410.0   455.1   510.7   612.0  1085.9  7359.9  84631.8    84642
read      338.9   188.9   160.7   201.6   211.9   295.8   368.8   423.0   456.9   489.3   522.3   564.2   649.1  1218.6  7618.4  42365.5    42333
read      326.7   171.4   148.8   201.2   211.3   286.8   342.3   384.0   419.6   460.7   503.5   552.9   667.5  1379.5  6271.8  61538.6    61587
read      314.1   162.1   148.8   201.2   211.0   281.0   328.1   360.6   388.1   424.7   470.2   526.8   624.7  1157.9  5984.1  77963.4    77998
read      298.9   142.6   148.8   199.8   209.5   271.7   311.9   338.1   359.7   387.7   426.7   482.1   578.2  1064.8  5631.0  97449.1    97625
read      355.3   244.9   160.7   206.4   219.1   330.8   411.5   442.9   462.2   483.2   505.8   542.4   627.7  2178.7 12418.9  23790.4    23781
read      322.5   183.5   160.7   203.4   213.7   287.2   338.7   374.2   404.3   442.5   485.6   536.3   630.8  1285.1  7773.7  66759.0    66723

Total QPS = 52355.7 (41884584 / 800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 10345491754 bytes :   12.3 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.93%,49.75%,100.00%
